skilldesc	*Laz	*Laz/Loc	*Laz/ID	*Laz/Name	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	*eol
ravage	dru	527	Shapeshifting	Ravage	3	1	2	1	4	SkillnameLaz527	SkilldescLaz527	SkilldescLaz527	SkillnameLaz527	7	clc1											1				75	StrSkillAttackSpeedRange		15*(par6-par5)/100+par5	dm56	75	StrSkillDamagePercentRange		par7+(15*(par2-par1)/100+par1)	par7+dm12	75	StrSkillAttackRatingRange		15*(par4-par3)/100+par3	dm34	74	StrSkill22		toht		74	RavageStackCount		lvl		18	RavageStackCountExplanation							2																	36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8		40	ReqWolfForm		8																											0
rolling thunder	dru	528	Shapeshifting	Rolling Thunder	3	2	1	1	6	SkillnameLaz528	SkilldescLaz528	SkilldescLaz528	SkillnameLaz528	17												1				36	StrSkillStunLengthSingular	StrSkill48	min(ln34,250)	25	75	StrSkill7		enma	exma	74	StrSkill22		toht		36	TimerDuration	TimerDuration	par7-dm56	25	36	TimerDuration	TimerDuration	par7-dm56	25						74	StrSkill106		par8																	36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8		40	ReqBearForm		8																											0
pounce	dru	529	Shapeshifting	Pounce	3	2	2	1	8	SkillnameLaz529	SkilldescLaz529	SkilldescLaz529	SkillnameLaz529	5												1				36	StrSkillRangeSingular	StrSkill56	ln56*2	3	74	StrSkill22		toht																						36	StrSkillRadiusSingular	StrSkill18	3*2	3	74	WeapDamsk		64*100/128		36	TimerDuration	TimerDuration	15	25						36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8		40	ReqWolfForm		8																											0
devour	dru	530	Shapeshifting	Devour	3	2	3	1	10	SkillnameLaz530	SkilldescLaz530	SkilldescLaz530	SkillnameLaz530	5												1				74	LifeOnKillRestoreActive		ln34		75	StrSkill7		enma	exma	74	StrSkillDamagePercent		ln12		74	StrSkill22		toht												36	TimerDuration	TimerDuration	75	25																36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8		40	ReqBearForm		8																											0
jugular bite	dru	531	Shapeshifting	Jugular Bite	3	3	1	1	12	SkillnameLaz531	SkilldescLaz531	SkilldescLaz531	SkillnameLaz531	7	clc1	clc2										1				74	ManaOnKillRestoreActive		ln56		74	StrSkill22		toht																						74	JugularExecuteDamage		ln12		74	eskillincasemasteryX		par3		36	TimerDuration	TimerDuration	75	25	18	JugularBiteExplanation				36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8		40	ReqWolfForm		8																											0
roar	dru	532	Shapeshifting	Roar	3	3	2	1	14	SkillnameLaz532	SkilldescLaz532	SkilldescLaz532	SkillnameLaz532																	36	StrSkillDurationSingular	StrSkill20	ln12	25	74	StrSkill25		(-1)*dm34		36	StrSkillStunLengthSingular	StrSkill48	min(ln78,250)	25	36	WallDuration	WallDuration	125+(lvl-1)*5	25	36	TimerDuration	TimerDuration	par5	25																										36	StrSkill3		usmc	256	40	ReqMeleeWeapon		8		40	ReqBearForm		8																											0
summon kutkh	dru	533	Summoning	Summon Kutkh	2	1	1	2	16	SkillnameLaz533	SkilldescLaz533	SkilldescLaz533	SkillnameLaz533	5																75	StrSkill4		pnma	pxma	74	StrSkillAttackRating		100*(100+toht)/100		75	CastsAttract		15	lvl	74	StrSkill11		ln56		74	ESkillHawk		min(lvl,par2)																											36	StrSkill3		usmc	256																																				0
wererat	dru	534	Summoning	Wererat	2	1	2	2	18	SkillnameLaz534	SkilldescLaz534	SkilldescLaz534	SkillnameLaz534																	74	StrSkill89		dm56		74	EvasionChance		dm34																						74	StrSkill100		par8		18	CantUseAbilities				18	CantAttack									36	StrSkill3		usmc	256	40	ShapeshiftingSkill		1		18	ShapeshiftingSkillExplanation																													0
restorative herbs	dru	535	Summoning	Restorative Herbs	2	1	3	2	20	SkillnameLaz535	SkilldescLaz535	SkilldescLaz535	SkillnameLaz535																	74	PotionEffectiveness		ln12																																																																																							0
summon amarok	dru	536	Summoning	Summon Amarok	2	2	1	2	22	SkillnameLaz536	SkilldescLaz536	SkilldescLaz536	SkillnameLaz536	5																13	StrSkill42		ln12	0	74	StrSkillDefense		100*(100+ln56)/100		75	StrSkill4		pnma	pxma	74	StrSkillAttackRating		100*(100+toht)/100		75	CastsFrailty		15	lvl	74	ESkillWolves		pets		36	AmarokRageDuration	AmarokRageDuration	250	25	74	AmarokRageMovementSpeed		50		74	AmarokRageAttackSpeed		150		74	AmarokRageDamage		50		36	StrSkill3		usmc	256																																				0
regrowth	dru	537	Summoning	Regrowth	2	2	2	2	24	SkillnameLaz537	SkilldescLaz537	SkilldescLaz537	SkillnameLaz537																	74	SkillHeal		edmn		36	TimerDuration	TimerDuration	par7-dm56	25																					74	StrSkill89		par1																	36	StrSkill3		usmc	256																																				0
sandstorm	dru	538	Summoning	Sandstorm	2	2	3	2	26	SkillnameLaz538	SkilldescLaz538	SkilldescLaz538	SkillnameLaz538																	36	StrSkillRangeSingular	StrSkill56	(15+(lvl-1))*2	3	74	OrdealDefense		(-1)*dm56		75	OrdealLinearAmp		pnma	pxma																74	OrdealSpeed		(-1)*par1		74	OrdealAttackSpeed		(-1)*par1							74	StrSkillManaCostPerSecond		mps		36	StrSkill3		usmc	256	40	ReqStaff		8		40	ReqHumanForm		8																											0
shaman of chaos	dru	539	Summoning	Shaman of Chaos	2	3	1	2	28	SkillnameLaz539	SkilldescLaz539	SkilldescLaz539	SkillnameLaz539																	74	ChaosBearB		dm34		75	ChaosBearA		dm12	ln56	75	ChaosWolfB		1	ln78	75	ChaosWolfA		(-1)*dm34	dm34	36	ChaosRavenBSingular	ChaosRavenB	dm12	25	75	ChaosRavenA		dm12	lvl*20																																																													0
summon nanuk	dru	540	Summoning	Summon Nanuk	2	3	2	2	30	SkillnameLaz540	SkilldescLaz540	SkilldescLaz540	SkillnameLaz540	5																13	StrSkill42		ln12	0	74	StrSkillDefense		300*(100+ln56)/100		36	StrSkillStunLengthSingular	StrSkill48	min(ln34,250)	25	75	StrSkill4		pnma	pxma	74	StrSkillAttackRating		100*(100+toht)/100		75	CastsCripple		30	lvl	18	NanukSmiteKnockback				74	NanukSmiteStunLength		100		74	NanukSmiteDamage		100							36	StrSkill3		usmc	256																																				0
rock shot	dru	541	Ranger	Rock Shot	1	1	1	3	32	SkillnameLaz541	SkilldescLaz541	SkilldescLaz541	SkillnameLaz541	5												1				36	StrSkillRangeSingular	StrSkill56	ln34*2	3																										74	WeapDamsk		192*100/128							18	BypassBeasts									36	StrSkill3		usmc	256	40	ReqBow		8																																0
snake shot	dru	542	Ranger	Snake Shot	1	1	2	3	34	SkillnameLaz542	SkilldescLaz542	SkilldescLaz542	SkillnameLaz542	22												1				36	PoisonCloudDuration	PoisonCloudDuration	ln12	25	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256																										18	BypassBeasts									36	StrSkill3		usmc	256	40	ReqBow		8																																0
spirit of fire	dru	543	Ranger	Spirit of Fire	1	1	3	3	36	SkillnameLaz543	SkilldescLaz543	SkilldescLaz543	SkillnameLaz543																	75	StrSkill5		enma	exma	74	StrSkill24		dm12																						36	StrSkillRadiusSingular	StrSkill18	3*2	3																36	StrSkill3		usmc	256																																				0
boulder shot	dru	544	Ranger	Boulder Shot	1	2	1	3	38	SkillnameLaz544	SkilldescLaz544	SkilldescLaz544	SkillnameLaz544	5												1				36	TimerDuration	TimerDuration	par7-dm56	25																										74	KnockbackChance		50		74	WeapDamsk		160*100/128		18	BypassBeasts									36	StrSkill3		usmc	256	40	ReqBow		8																																0
heart of winter	dru	545	Ranger	Heart of Winter	1	2	2	3	40	SkillnameLaz545	SkilldescLaz545	SkilldescLaz545	SkillnameLaz545																	36	FreezeLengthFixed	StrSkill29	edln	25	75	StrSkill6		enma	exma	74	StrSkill24		dm12																																					36	StrSkill3		usmc	256																																				0
skyfall	dru	546	Ranger	Skyfall	1	2	3	3	42	SkillnameLaz546	SkilldescLaz546	SkilldescLaz546	SkillnameLaz546	5												1				36	StrSkillDurationSingular	StrSkill20	ln34	25	36	TimerDuration	TimerDuration	par7-dm56	25																					36	StrSkillRadiusSingular	StrSkill18	par1*2	3	74	WeapDamsk		192*100/128		18	BypassBeasts									36	StrSkill3		usmc	256	40	ReqBow		8																																0
sage of clouds	dru	547	Ranger	Sage of Clouds	1	3	1	3	44	SkillnameLaz547	SkilldescLaz547	SkilldescLaz547	SkillnameLaz547																	75	StrSkill7		enma	exma	74	StrSkill24		dm12																						74	ChargedBoltCount		12																	36	StrSkill3		usmc	256																																				0
pit of snakes	dru	548	Ranger	Pit of Snakes	1	3	2	3	46	SkillnameLaz548	SkilldescLaz548	SkilldescLaz548	SkillnameLaz548	22												1				36	PoisonCloudDuration	PoisonCloudDuration	ln12	25	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256	36	TargetSeekRange	TargetSeekRange	min(ln34,25)*2	3	36	TimerDuration	TimerDuration	par7-dm56	25																18	BypassBeasts									36	StrSkill3		usmc	256	40	ReqBow		8																																0
new raise skeleton	nec	549	Summoning	Raise Skeleton	3	1	1	1	0	SkillnameLaz549	SkilldescLaz549	SkilldescLaz549	SkillnameLaz549																	13	StrSkill42		lvl*par2	lvl*par3	74	StrSkillDefense		20+(lvl*par5)		75	StrSkill4		enma+1	exma+2	74	StrSkillAttackRating		(lvl*par4)+50												36	StrSkill94	StrSkill44	pets																	36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
undead mastery	nec	550	Summoning	Undead Mastery	3	1	3	1	2	SkillnameLaz550	SkilldescLaz550	SkilldescLaz550	SkillnameLaz550																	36	ExtraMinionsSingle	ExtraMinions	ln78																																																																																							0
salt the earth	nec	551	Summoning	Salt the Earth	3	1	2	1	4	SkillnameLaz551	SkilldescLaz551	SkilldescLaz551	SkillnameLaz551																	36	TimerDuration	TimerDuration	par7-dm56	25																																														36	StrSkill3		usmc	256																																				0
new raise skeletal mage	nec	552	Summoning	Raise Skeletal Mage	3	2	1	1	6	SkillnameLaz552	SkilldescLaz552	SkilldescLaz552	SkillnameLaz552																	13	StrSkill42		lvl*par2	lvl*par3	74	StrSkillDefense		10+(lvl*par5)		75	StrSkill8		(4+(lvl-1)*1)*(500+(lvl-1)*250)/256	(6+(lvl-1)*1)*(500+(lvl-1)*250)/256	75	StrSkill7		1	8+(lvl-1)*3	75	StrSkill6		1+(lvl-1)*1	4+(lvl-1)*1	75	StrSkill5		2+(lvl-1)*2	6+(lvl-1)*2	36	StrSkill43a	StrSkill44a	pets																	36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
rathmas will	nec	553	Summoning	Rathma's Will	3	2	2	1	8	SkillnameLaz553	SkilldescLaz553	SkilldescLaz553	SkillnameLaz553																	74	LifeRecov		ln56		75	StrSkill39		enma	exma	74	StrSkill106		dm34		74	StrSkill22		toht												36	StrSkillDurationSingular	StrSkill20	par1	25	36	TimerDuration	TimerDuration	par2	25											36	StrSkill3		usmc	256																																				0
wall of zombies	nec	554	Summoning	Wall of Zombies	3	2	3	1	10	SkillnameLaz554	SkilldescLaz554	SkilldescLaz554	SkillnameLaz554																	36	StrSkillDurationSingular	StrSkill20	ln12	25	75	StrSkill4		enma+3	exma+3	74	StrSkillAttackRating		100+(par8*lvl)																	36	ZombiesCapSingle	ZombiesCap	12		18	IndestructoZombies														36	StrSkill3		usmc	256																																				0
simulacrum	nec	555	Summoning	Simulacrum	3	3	1	1	12	SkillnameLaz555	SkilldescLaz555	SkilldescLaz555	SkillnameLaz555																	13	StrSkill42		lvl*par1	0	74	StrSkillDefense		100+(lvl*par3)		74	StrSkillDamagePercent		par4*lvl		74	StrSkillAttackRating		(lvl*par2)+150												18	EquipsRandomItems				18	InheritsUniqueModifiers														36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
new revive	nec	556	Summoning	Revive	3	3	2	1	14	SkillnameLaz556	SkilldescLaz556	SkilldescLaz556	SkillnameLaz556																	36	StrSkillDurationSingular	StrSkill20	ln34	25	74	StrSkillLifePercent		ln12		74	StrSkillDamagePercent		ln56	 	74	StrSkill22		lvl*50												74	StrSkill89		50		36	MonstersCapSingular	MonstersCap	pets												36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
phantasm	nec	557	Poison and Spirit	Phantasm	2	1	1	2	16	SkillnameLaz557	SkilldescLaz557	SkilldescLaz557	SkillnameLaz557	5												1	delayedstrikedamage			36	LingeringDeathDelaySingular	LingeringDeathDelay	ln12	25																										36	StrSkillRadiusSingular	StrSkill18	2*2	3	74	LingeringDeathDamage		96*100/128		74	Convphy2magicalt2		0							36	StrSkill3		usmc	256	40	ReqDaggerOrScythe		8																																0
poisoned weapon	nec	558	Poison and Spirit	Poisoned Weapon	2	1	2	2	18	SkillnameLaz558	SkilldescLaz558	SkilldescLaz558	SkillnameLaz558																	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256																																																																																	0
punisher	nec	559	Poison and Spirit	Punisher	2	1	3	2	20	SkillnameLaz559	SkilldescLaz559	SkilldescLaz559	SkillnameLaz559	5																36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256																					36	TargetSeekRange	TargetSeekRange	15*2	3																36	StrSkill3		usmc	256																																				0
corpse lance	nec	560	Poison and Spirit	Corpse Lance	2	2	1	2	22	SkillnameLaz560	SkilldescLaz560	SkilldescLaz560	SkillnameLaz560	5																75	StrSkill39		enma	exma	36	TargetSeekRange	TargetSeekRange	ln12*2	3	36	StrSkillRangeSingular	StrSkill56	ln12*3-5	3																																				36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
underworld passage	nec	561	Poison and Spirit	Underworld Passage	2	2	2	2	24	SkillnameLaz561	SkilldescLaz561	SkilldescLaz561	SkillnameLaz561	5												1	underworldpassagewave			36	TimerDuration	TimerDuration	par7-dm56	25																										36	StrSkillRadiusSingular	StrSkill18	20*14/25*2	3	74	KnockbackChance		50		74	WeapDamsk		192*100/128							36	StrSkill3		usmc	256	40	ReqDaggerOrScythe		8		18	BlankRow				40	CorpseSkill		1		18	CorpseSkillExplanation																			0
poltergeist	nec	562	Poison and Spirit	Poltergeist	2	2	3	2	26	SkillnameLaz562	SkilldescLaz562	SkilldescLaz562	SkillnameLaz562	5												1	hauntdamageinstance			36	MaleficStunSingular	MaleficStun	min(dm34,250)	25	74	PhantomHits		(edln/52)+1																						74	MaleficPhantomHitDamage		96*100/128																	36	StrSkill3		usmc	256	40	ReqDaggerOrScythe		8																																0
putrid explosion	nec	563	Poison and Spirit	Putrid Explosion	2	3	1	2	28	SkillnameLaz563	SkilldescLaz563	SkilldescLaz563	SkillnameLaz563	5																36	StrSkillDurationSingular	StrSkill20	ln34	25	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256																36	StrSkillRadiusSingular	StrSkill18	8*2	3																36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
army of the damned	nec	564	Poison and Spirit	Army of the Damned	2	3	2	2	30	SkillnameLaz564	SkilldescLaz564	SkilldescLaz564	SkillnameLaz564																	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3																										74	LegionAuraSharing		(skill('Poisoned Weapon'.lvl)>0)?(skill('Poisoned Weapon'.lvl)):(1)																																																									0
hex of pain	nec	565	Curses and Totem	Hex of Pain	1	1	1	3	32	SkillnameLaz565	SkilldescLaz565	SkilldescLaz565	SkillnameLaz565																	36	StrSkillDurationSingular	StrSkill20	ln34	25	36	StrSkillRadiusSingular	StrSkill18	ln78	3																					74	StrSkill37		par5																	36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
interrogate the dead	nec	566	Curses and Totem	Interrogate the Dead	1	1	2	3	34	SkillnameLaz566	SkilldescLaz566	SkilldescLaz566	SkillnameLaz566																	74	CreateCorpse		dm12	25																										36	TargetSeekRange	TargetSeekRange	255*2	3																36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
grim totem	nec	567	Curses and Totem	Grim Totem	1	1	3	3	36	SkillnameLaz567	SkilldescLaz567	SkilldescLaz567	SkillnameLaz567																	36	StrSkillRadiusSingular	StrSkill18	ln34*2	3																										36	StrSkillDurationSingular	StrSkill20	par6	25	74	StrSkill89		par7		74	AllSkillsPlus		par1							36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
hex of weakness	nec	568	Curses and Totem	Hex of Weakness	1	2	1	3	38	SkillnameLaz568	SkilldescLaz568	SkilldescLaz568	SkillnameLaz568																	36	StrSkillDurationSingular	StrSkill20	ln34	25	36	StrSkillRadiusSingular	StrSkill18	ln78	3																					74	StrSkillDamagePercent		par5																	36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
grim sentinel	nec	569	Curses and Totem	Grim Sentinel	1	2	2	3	40	SkillnameLaz569	SkilldescLaz569	SkilldescLaz569	SkillnameLaz569																	36	StrSkillRadiusSingular	StrSkill18	ln34*2	3	74	SkillHealPerSec		edmn																						36	StrSkillDurationSingular	StrSkill20	par6	25	74	StrSkill89		par7												36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
hex of aging	nec	570	Curses and Totem	Hex of Aging	1	2	3	3	42	SkillnameLaz570	SkilldescLaz570	SkilldescLaz570	SkillnameLaz570																	36	StrSkillDurationSingular	StrSkill20	ln34	25	36	StrSkillRadiusSingular	StrSkill18	ln78	3																					74	StrSkill89		par6		74	StrSkill106		par6		74	StrSkillDamagePercent		par5							36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
grim watcher	nec	571	Curses and Totem	Grim Watcher	1	3	1	3	44	SkillnameLaz571	SkilldescLaz571	SkilldescLaz571	SkillnameLaz571																	36	StrSkillRadiusSingular	StrSkill18	ln34*2	3	74	StrSkill88		dm12																						36	StrSkillDurationSingular	StrSkill20	par6	25	74	StrSkill89		par7												36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
hex of frailty	nec	572	Curses and Totem	Hex of Frailty	1	3	2	3	46	SkillnameLaz572	SkilldescLaz572	SkilldescLaz572	SkillnameLaz572																	36	StrSkillDurationSingular	StrSkill20	ln34	25	36	StrSkillRadiusSingular	StrSkill18	ln78	3	74	StrSkill54		(-1)*dm56																																					36	StrSkill3		usmc	256											40	CorpseSkill		1		18	CorpseSkillExplanation																			0
flame bolt	sor	573	Fire	Flame Bolt	3	1	1	1	0	SkillnameLaz573	SkilldescLaz573	SkilldescLaz573	SkillnameLaz573	5																75	StrSkill5		enma	exma	74	FlameBoltSplitMax		ln12-par3+1		74	FlameBoltSplitChance		100-(100*par3/ln12)																																					36	StrSkill3		usmc	256																																				0
new warmth	sor	574	Fire	Warmth	3	1	3	1	2	SkillnameLaz574	SkilldescLaz574	SkilldescLaz574	SkillnameLaz574																	74	StrSkill88		ln12																																																																																							0
incinerate	sor	575	Fire	Incinerate	3	1	2	1	4	SkillnameLaz575	SkilldescLaz575	SkilldescLaz575	SkillnameLaz575	5																75	StrSkill5		enma	exma																																														36	StrSkill3		usmc	256																																				0
flame wave	sor	576	Fire	Flame Wave	3	2	1	1	6	SkillnameLaz576	SkilldescLaz576	SkilldescLaz576	SkillnameLaz576	9													flamewavemaker			36	StrSkillFireDurationSingular	StrSkill82	miss('flamewave'.rang)	25	75	StrSkillFireDamageAveragePerSecond		enms*25*3/256	exms*25*3/256																																									36	StrSkill3		usmc	256																																				0
blazing spear	sor	577	Fire	Blazing Spear	3	2	2	1	8	SkillnameLaz577	SkilldescLaz577	SkilldescLaz577	SkillnameLaz577	6													blazingspearfire			36	StrSkillFireDurationSingular	StrSkill82	miss('blazingspearfire'.rang)	25	75	StrSkillFireDamageAveragePerSecond		m1eo*25*3*(mael+100)/100/256	m1ey*25*3*(mael+100)/100/256	75	StrSkill83		enma	exma																36	StrSkillRadiusSingular	StrSkill18	3*2	3																36	StrSkill3		usmc	256																																				0
fire serpent	sor	578	Fire	Fire Serpent	3	2	3	1	10	SkillnameLaz578	SkilldescLaz578	SkilldescLaz578	SkillnameLaz578	9													fireserpentwall			36	StrSkillFireDurationSingular	StrSkill82	miss('fireserpentwall'.rang)	25	75	StrSkillFireDamageAveragePerSecond		enms*25*3/256	exms*25*3/256																					36	FireIgnitionDelay	FireIgnitionDelay	15	25											74	StrSkillManaCostPerSecond		mps		36	StrSkill3		usmc	256																																				0
devouring flames	sor	579	Fire	Devouring Flames	3	3	1	1	12	SkillnameLaz579	SkilldescLaz579	SkilldescLaz579	SkillnameLaz579																	74	Moditemenresfiresk		(-1)*ln34		74	StrSkill22		(-1)*dm56		74	StrSkillDamagePercent		(-1)*dm12																	36	StrSkillDurationSingular	StrSkill20	par8	25	36	StrSkillRangeSingular	StrSkill56	4*2	3											36	StrSkill3		usmc	256																																				0
new fire mastery	sor	580	Fire	Fire Mastery	3	3	2	1	14	SkillnameLaz580	SkilldescLaz580	SkilldescLaz580	SkillnameLaz580																	74	Moditemenresfiresk		ln34																																																																																							0
frost bolt	sor	581	Cold	Frost Bolt	2	1	1	2	16	SkillnameLaz581	SkilldescLaz581	SkilldescLaz581	SkillnameLaz581	5																36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkill6		enma	exma	36	FrostBoltPierce	FrostBoltPierce	(8+(lvl-1))*12/25*2	3																																				36	StrSkill3		usmc	256																																				0
ice armor	sor	582	Cold	Ice Armor	2	1	2	2	18	SkillnameLaz582	SkilldescLaz582	SkilldescLaz582	SkillnameLaz582	5																36	FreezeLengthFixed	StrSkill29	edln	25	75	StrSkill6		enma	exma																																																																																	0
frostbite	sor	583	Cold	Frostbite	2	1	3	2	20	SkillnameLaz583	SkilldescLaz583	SkilldescLaz583	SkillnameLaz583	8																36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkillColdDamageAveragePerSecond		enms*12/256	exms*12/256	36	StrSkillRangeSingular	StrSkill56	((20+1*lvl)/3)*2	3																																				36	StrSkill3		usmc	256																																				0
ice storm	sor	584	Cold	Ice Storm	2	2	1	2	22	SkillnameLaz584	SkilldescLaz584	SkilldescLaz584	SkillnameLaz584	8																36	FreezeLengthFixed	StrSkill29	edln	25	75	StrSkillColdDamageAveragePerSecond		enms*12/256	exms*12/256	36	StrSkillRangeSingular	StrSkill56	(20*ln12/25)*2	3																															74	StrSkillManaCostPerSecond		mps		36	StrSkill3		usmc	256																																				0
avalanche	sor	585	Cold	Avalanche	2	2	2	2	24	SkillnameLaz585	SkilldescLaz585	SkilldescLaz585	SkillnameLaz585	5																36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkill6		enma	exma																																									36	StrSkill3		usmc	256																																				0
hoarfrost	sor	586	Cold	Hoarfrost	2	2	3	2	26	SkillnameLaz586	SkilldescLaz586	SkilldescLaz586	SkillnameLaz586																	74	HoarfrostColdLength		ln12																											36	StrSkillDurationSingular	StrSkill20	24	25																36	StrSkill3		usmc	256																																				0
ice nova	sor	587	Cold	Ice Nova	2	3	1	2	28	SkillnameLaz587	SkilldescLaz587	SkilldescLaz587	SkillnameLaz587	5																36	StrSkillRadiusSingular	StrSkill18	(((14+ln12)*16/25)-0)*2	3	36	FreezeLengthFixed	StrSkill29	edln	25	36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkill6		enma	exma																															36	StrSkill3		usmc	256																																				0
new cold mastery	sor	588	Cold	Cold Mastery	2	3	2	2	30	SkillnameLaz588	SkilldescLaz588	SkilldescLaz588	SkillnameLaz588																	74	Moditemenrescoldsk		ln34																																																																																							0
crackling bolts	sor	589	Lightning	Crackling Bolts	1	1	1	3	32	SkillnameLaz589	SkilldescLaz589	SkilldescLaz589	SkillnameLaz589	5																75	StrSkill7		enma	exma																										74	ChargedBoltCount		10																	36	StrSkill3		usmc	256																																				0
arc lightning	sor	590	Lightning	Arc Lightning	1	1	2	3	34	SkillnameLaz590	SkilldescLaz590	SkilldescLaz590	SkillnameLaz590	8		2														36	StrSkillRangeSingular	StrSkill56	ln12/4*2	3	75	AverageLightningDps		(enms*12/256)/2	(exms*12/256)/2																																				74	StrSkillManaCostPerSecond		mps		36	StrSkill3		usmc	256																																				0
electrocute	sor	591	Lightning	Electrocute	1	1	3	3	36	SkillnameLaz591	SkilldescLaz591	SkilldescLaz591	SkillnameLaz591	5																75	StrSkill7		enma	exma	36	StrSkillRangeSingular	StrSkill56	(30*(14+(lvl-1)))/25*2	3																																									36	StrSkill3		usmc	256																																				0
wave of force	sor	592	Lightning	Wave of Force	1	2	1	3	38	SkillnameLaz592	SkilldescLaz592	SkilldescLaz592	SkillnameLaz592	5																75	StrSkill7		enma	exma																										36	StrSkillRadiusSingular	StrSkill18	(((12+ln12)*13/25)-0)*2	3																36	StrSkill3		usmc	256																																				0
tempest	sor	593	Lightning	Tempest	1	2	2	3	40	SkillnameLaz593	SkilldescLaz593	SkilldescLaz593	SkillnameLaz593	8		2														75	AverageLightningDps		enms*3/128	exms*3/128																										36	StrSkillRadiusSingular	StrSkill18	3*2	3											74	StrSkillManaCostPerSecond		mps		36	StrSkill3		usmc	256																																				0
chaos nexus	sor	594	Lightning	Chaos Nexus	1	2	3	3	42	SkillnameLaz594	SkilldescLaz594	SkilldescLaz594	SkillnameLaz594																	75	StrSkill7		enma	exma																										36	TargetSeekRange	TargetSeekRange	ln12*2	3																																																								0
conduit	sor	595	Lightning	Conduit	1	3	1	3	44	SkillnameLaz595	SkilldescLaz595	SkilldescLaz595	SkillnameLaz595	8																75	AverageLightningDps		enms*3/64	exms*3/64																										36	StrSkillDurationSingular	StrSkill20	par2	25	36	StrSkillRadiusSingular	StrSkill18	par3*2	3											36	StrSkill3		usmc	256																																				0
new lightning mastery	sor	596	Lightning	Lightning Mastery	1	3	2	3	46	SkillnameLaz596	SkilldescLaz596	SkilldescLaz596	SkillnameLaz596																	74	Moditemenresltngsk		ln34																																																																																							0
