name	*Laz/Effect	auto prefix	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight	*Laz/EOL
Ingredient Pyramid	Ingredient - Split rune	329	0	0	1	0	0			4	1	0	1	5		ix5	tal	ix5	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	trin		item_whip	12	item_whip	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPyramid			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Tech Orb	Ingredient - Upgrade rune	332	0	0	1	0	0			4	1	0	1	5		ix6	tal	ix6	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	trin		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescTechOrb			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Chromatic Gem	Unused		0	0	1	0	0			4	1	0	1	5		ixp	tal	ixp	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	trin		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescChromaticGem			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Guidestone	Ingredient - Cycle generate a portal	333	0	0	1	0	0			4	1	0	1	5		ixs	tal	ixs	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	trin		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescGuidestone			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Armored Clockwork Orb	Ingredient - Add to Invented item	250	0	0	1	0	0			4	1	0	1	5		i01	tal	i01	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Lorekeeper's Clockwork Orb	Ingredient - Add to Invented item	251	0	0	1	0	0			4	1	0	1	5		i02	tal	i02	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Accurate Clockwork Orb	Ingredient - Add to Invented item	252	0	0	1	0	0			4	1	0	1	5		i03	tal	i03	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Cutting Clockwork Orb	Ingredient - Add to Invented item	253	0	0	1	0	0			4	1	0	1	5		i04	tal	i04	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Rewinding Clockwork Orb	Ingredient - Add to Invented item	254	0	0	1	0	0			4	1	0	1	5		i05	tal	i05	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Fully Wound Clockwork Orb	Ingredient - Add to Invented item	255	0	0	1	0	0			4	1	0	1	5		i06	tal	i06	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Cenobite's Clockwork Orb	Ingredient - Add to Invented item	256	0	0	1	0	0			4	1	0	1	5		i07	tal	i07	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Isolated Clockwork Orb	Ingredient - Add to Invented item	257	0	0	1	0	0			4	1	0	1	5		i08	tal	i08	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Cast Iron Clockwork Orb	Ingredient - Add to Invented item	258	0	0	1	0	0			4	1	0	1	5		i09	tal	i09	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Grounded Clockwork Orb	Ingredient - Add to Invented item	259	0	0	1	0	0			4	1	0	1	5		i10	tal	i10	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Hypodermic Clockwork Orb	Ingredient - Add to Invented item	260	0	0	1	0	0			4	1	0	1	5		i11	tal	i11	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Sanctified Clockwork Orb	Ingredient - Add to Invented item	261	0	0	1	0	0			4	1	0	1	5		i12	tal	i12	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Supercooled Clockwork Orb	Ingredient - Add to Invented item	262	0	0	1	0	0			4	1	0	1	5		i13	tal	i13	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Fueled Clockwork Orb	Ingredient - Add to Invented item	263	0	0	1	0	0			4	1	0	1	5		i14	tal	i14	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Electrostatic Clockwork Orb	Ingredient - Add to Invented item	264	0	0	1	0	0			4	1	0	1	5		i15	tal	i15	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Corroding Clockwork Orb	Ingredient - Add to Invented item	265	0	0	1	0	0			4	1	0	1	5		i16	tal	i16	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Balanced Clockwork Orb	Ingredient - Add to Invented item	266	0	0	1	0	0			4	1	0	1	5		i17	tal	i17	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Reinforced Clockwork Orb	Ingredient - Add to Invented item	267	0	0	1	0	0			4	1	0	1	5		i18	tal	i18	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Mystical Clockwork Orb	Ingredient - Add to Invented item	268	0	0	1	0	0			4	1	0	1	5		i19	tal	i19	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Rotating Clockwork Orb	Ingredient - Add to Invented item	269	0	0	1	0	0			4	1	0	1	5		i20	tal	i20	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Spherical Clockwork Orb	Ingredient - Add to Invented item	270	0	0	1	0	0			4	1	0	1	5		i21	tal	i21	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Thermal Clockwork Orb	Ingredient - Add to Invented item	271	0	0	1	0	0			4	1	0	1	5		i22	tal	i22	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Cryogenic Clockwork Orb	Ingredient - Add to Invented item	272	0	0	1	0	0			4	1	0	1	5		i23	tal	i23	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Galvanized Clockwork Orb	Ingredient - Add to Invented item	273	0	0	1	0	0			4	1	0	1	5		i24	tal	i24	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Lead Clockwork Orb	Ingredient - Add to Invented item	274	0	0	1	0	0			4	1	0	1	5		i25	tal	i25	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Spiked Clockwork Orb	Ingredient - Add to Invented item	275	0	0	1	0	0			4	1	0	1	5		i26	tal	i26	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Alchemical Clockwork Orb	Ingredient - Add to Invented item	276	0	0	1	0	0			4	1	0	1	5		i27	tal	i27	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Alloy Clockwork Orb	Ingredient - Add to Invented item	277	0	0	1	0	0			4	1	0	1	5		i28	tal	i28	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb	Unused	278	0	0	1	0	0			4		0	1	5		i29	tal	i29	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb	Unused	279	0	0	1	0	0			4		0	1	5		i30	tal	i30	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb	Unused	280	0	0	1	0	0			4		0	1	5		i31	tal	i31	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb	Unused	281	0	0	1	0	0			4		0	1	5		i32	tal	i32	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb	Unused	282	0	0	1	0	0			4		0	1	5		i33	tal	i33	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb	Unused	283	0	0	1	0	0			4		0	1	5		i34	tal	i34	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb	Unused	284	0	0	1	0	0			4		0	1	5		i35	tal	i35	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescPrefixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Shock Resistance	Ingredient - Add to Invented item	285	0	0	1	0	0			4	1	0	1	5		l01	tal	l01	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Force Resistance	Ingredient - Add to Invented item	286	0	0	1	0	0			4	1	0	1	5		l02	tal	l02	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Reflection	Ingredient - Add to Invented item	287	0	0	1	0	0			4	1	0	1	5		l03	tal	l03	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Amplitude	Ingredient - Add to Invented item	288	0	0	1	0	0			4	1	0	1	5		l04	tal	l04	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Torque	Ingredient - Add to Invented item	289	0	0	1	0	0			4	1	0	1	5		l05	tal	l05	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Impulse	Ingredient - Add to Invented item	290	0	0	1	0	0			4	1	0	1	5		l06	tal	l06	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Capacitance	Ingredient - Add to Invented item	291	0	0	1	0	0			4	1	0	1	5		l07	tal	l07	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Mass	Ingredient - Add to Invented item	292	0	0	1	0	0			4	1	0	1	5		l08	tal	l08	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Maintenance	Ingredient - Add to Invented item	293	0	0	1	0	0			4	1	0	1	5		l09	tal	l09	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Excavation	Ingredient - Add to Invented item	294	0	0	1	0	0			4	1	0	1	5		l10	tal	l10	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Mining	Ingredient - Add to Invented item	295	0	0	1	0	0			4	1	0	1	5		l11	tal	l11	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Redundancy	Ingredient - Add to Invented item	296	0	0	1	0	0			4	1	0	1	5		l12	tal	l12	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Precision	Ingredient - Add to Invented item	297	0	0	1	0	0			4	1	0	1	5		l13	tal	l13	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Needles	Ingredient - Add to Invented item	298	0	0	1	0	0			4	1	0	1	5		l14	tal	l14	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Power Control	Ingredient - Add to Invented item	299	0	0	1	0	0			4	1	0	1	5		l15	tal	l15	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Absorbing Armor	Ingredient - Add to Invented item	300	0	0	1	0	0			4	1	0	1	5		l16	tal	l16	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Reactive Armor	Ingredient - Add to Invented item	301	0	0	1	0	0			4	1	0	1	5		l17	tal	l17	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Constructs	Ingredient - Add to Invented item	302	0	0	1	0	0			4	1	0	1	5		l18	tal	l18	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Clockwork Orb of Machines	Ingredient - Add to Invented item	303	0	0	1	0	0			4	1	0	1	5		l19	tal	l19	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	tick		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescSuffixAmplifier			5	0	0	0	non	0	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
