description	*Laz/Usage	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Cube Fang + aw2 = upgrade to aw3	Crafting Common	1			0					2	aw2	cu8						aw3,mod			100	inherent-aspe			5	5																																																																															0
Cube Fang + aw3 = upgrade to aw4	Crafting Common	1			0					2	aw3	cu8						aw4,mod			100	inherent-aspe			5	5																																																																															0
Cube Fang + by1 = upgrade to by2	Crafting Common	1			0					2	by1	cu8						by2,mod			100	inherent-bmel			10	10																																																																															0
Cube Fang + by2 = upgrade to by3	Crafting Common	1			0					2	by2	cu8						by3,mod			100	inherent-bmel			10	10																																																																															0
Cube Fang + ty1 = upgrade to ty2	Crafting Common	1			0					2	ty1	cu8						ty2,mod			100	inherent-bmel			10	10																																																																															0
Cube Fang + ty2 = upgrade to ty3	Crafting Common	1			0					2	ty2	cu8						ty3,mod			100	inherent-bmel			10	10																																																																															0
Cube Fang + cu1 = upgrade to cu2	Crafting Common	1			0					2	cu1	cu8						cu2,mod			100																																																																																				0
Cube Fang + cu2 = upgrade to cu3	Crafting Common	1			0					2	cu2	cu8						cu3,mod			100																																																																																				0
Cube Fang + ps1 = upgrade to ps2	Crafting Common	1			0					2	ps1	cu8						ps2,mod			100																																																																																				0
Cube Fang + bg1 = upgrade to bg3	Crafting Common	1			0					2	bg1	cu8						bg3,mod			100	inherent-bmel			10	10																																																																															0
Cube Fang + bg3 = upgrade to bg5	Crafting Common	1			0					2	bg3	cu8						bg5,mod			100	inherent-bmel			10	10																																																																															0
Cube Fang + pp1 = upgrade to pp2	Crafting Common	1			0					2	pp1	cu8						pp2,mod			100																																																																																				0
Cube Fang + to1 = upgrade to to2	Crafting Common	1			0					2	to1	cu8						to2,mod			100	inherent-dbow			-5	-5																																																																															0
Cube Fang + to2 = upgrade to to3	Crafting Common	1			0					2	to2	cu8						to3,mod			100	inherent-dbow			-5	-5																																																																															0
Cube Fang + nx1 = upgrade to nx2	Crafting Common	1			0					2	nx1	cu8						nx2,mod			100																																																																																				0
Cube Fang + nx2 = upgrade to nx3	Crafting Common	1			0					2	nx2	cu8						nx3,mod			100																																																																																				0
Cube Fang + nx3 = upgrade to nx4	Crafting Common	1			0					2	nx3	cu8						nx4,mod			100																																																																																				0
Cube Fang + cc1 = upgrade to cc2	Crafting Common	1			0					2	cc1	cu8						cc2,mod			100																																																																																				0
Cube Fang + cc2 = upgrade to cc3	Crafting Common	1			0					2	cc2	cu8						cc3,mod			100																																																																																				0
Cube Fang + cc3 = upgrade to cc4	Crafting Common	1			0					2	cc3	cu8						cc4,mod			100																																																																																				0
Cube Fang + cc4 = upgrade to cc5	Crafting Common	1			0					2	cc4	cu8						cc5,mod			100																																																																																				0
Cube Fang + cc5 = upgrade to cc6	Crafting Common	1			0					2	cc5	cu8						cc6,mod			100																																																																																				0
Cube Fang + ar1 = upgrade to ar2	Crafting Common	1			0					2	ar1	cu8						ar2,mod			100																																																																																				0
Cube Fang + ar2 = upgrade to ar3	Crafting Common	1			0					2	ar2	cu8						ar3,mod			100																																																																																				0
Cube Fang + ar3 = upgrade to ar4	Crafting Common	1			0					2	ar3	cu8						ar4,mod			100																																																																																				0
Cube Fang + ar4 = upgrade to ar5	Crafting Common	1			0					2	ar4	cu8						ar5,mod			100																																																																																				0
Cube Fang + ar5 = upgrade to ar6	Crafting Common	1			0					2	ar5	cu8						ar6,mod			100																																																																																				0
Cube Fang + ar6 = upgrade to ar7	Crafting Common	1			0					2	ar6	cu8						ar7,mod			100																																																																																				0
Cube Fang + ar7 = upgrade to ar8	Crafting Common	1			0					2	ar7	cu8						ar8,mod			100																																																																																				0
Cube Fang + ar8 = upgrade to ar9	Crafting Common	1			0					2	ar8	cu8						ar9,mod			100																																																																																				0
Cube Fang + ar9 = upgrade to ar0	Crafting Common	1			0					2	ar9	cu8						ar0,mod			100																																																																																				0
Cube Fang + aj1 = upgrade to aj2	Crafting Common	1			0					2	aj1	cu8						aj2,mod			100																																																																																				0
Cube Fang + aj2 = upgrade to aj3	Crafting Common	1			0					2	aj2	cu8						aj3,mod			100																																																																																				0
Cube Fang + aj3 = upgrade to aj4	Crafting Common	1			0					2	aj3	cu8						aj4,mod			100																																																																																				0
Cube Fang + aj4 = upgrade to aj5	Crafting Common	1			0					2	aj4	cu8						aj5,mod			100																																																																																				0
Cube Fang + se1 = upgrade to se2	Crafting Common	1			0					2	se1	cu8						se2,mod			100																																																																																				0
Cube Fang + se2 = upgrade to se3	Crafting Common	1			0					2	se2	cu8						se3,mod			100																																																																																				0
Cube Fang + se3 = upgrade to se4	Crafting Common	1			0					2	se3	cu8						se4,mod			100																																																																																				0
