Treasure Class	*Laz/Info	*Laz/ItemChanceTotal	*Laz/ItemChance	*Laz/Unq	*Laz/Set	*Laz/Rar	*Laz/Mag	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	*eol
Act 5 Wraith A	Special Drops							10	32	1					75	Act 5 Good	4	Act 5 Magic A	25																				0
Act 5 Wraith B	Special Drops							10	34	1					75	Act 5 Good	4	Act 5 Magic B	25																				0
Act 5 Wraith C	Special Drops							10	36	1					75	Act 5 Good	4	Act 5 Magic C	25																				0
Act 1 (N) Wraith A	Special Drops							10	38	1					75	Act 1 (N) Good	4	Act 1 (N) Magic A	25																				0
Act 1 (N) Wraith B	Special Drops							10	40	1					75	Act 1 (N) Good	4	Act 1 (N) Magic B	25																				0
Act 1 (N) Wraith C	Special Drops							10	41	1					75	Act 1 (N) Good	4	Act 1 (N) Magic B	25																				0
Act 2 (N) Wraith A	Special Drops							10	42	1					75	Act 2 (N) Good	4	Act 2 (N) Magic A	25																				0
Act 2 (N) Wraith B	Special Drops							10	44	1					75	Act 2 (N) Good	4	Act 2 (N) Magic B	25																				0
Act 2 (N) Wraith C	Special Drops							10	45	1					75	Act 2 (N) Good	4	Act 2 (N) Magic B	25																				0
Act 3 (N) Wraith A	Special Drops							10	46	1					75	Act 3 (N) Good	4	Act 3 (N) Magic A	25																				0
Act 3 (N) Wraith B	Special Drops							10	48	1					75	Act 3 (N) Good	4	Act 3 (N) Magic B	25																				0
Act 3 (N) Wraith C	Special Drops							10	50	1					75	Act 3 (N) Good	4	Act 3 (N) Magic B	25																				0
Act 4 (N) Wraith A	Special Drops							10	51	1					75	Act 4 (N) Good	4	Act 4 (N) Magic A	25																				0
Act 4 (N) Wraith B	Special Drops							10	54	1					75	Act 4 (N) Good	4	Act 4 (N) Magic B	25																				0
Act 5 (N) Wraith A	Special Drops							10	57	1					75	Act 5 (N) Good	4	Act 5 (N) Magic A	25																				0
Act 5 (N) Wraith B	Special Drops							10	60	1					75	Act 5 (N) Good	4	Act 5 (N) Magic B	25																				0
Act 5 (N) Wraith C	Special Drops							10	62	1					75	Act 5 (N) Good	4	Act 5 (N) Magic C	25																				0
Act 1 (H) Wraith A	Special Drops							10	63	1					75	Act 1 (H) Good	4	Act 1 (H) Magic A	25																				0
Act 1 (H) Wraith B	Special Drops							10	66	1					75	Act 1 (H) Good	4	Act 1 (H) Magic B	25																				0
Act 1 (H) Wraith C	Special Drops							10	68	1					75	Act 1 (H) Good	4	Act 1 (H) Magic B	25																				0
Act 2 (H) Wraith A	Special Drops							10	69	1					75	Act 2 (H) Good	4	Act 2 (H) Magic A	25																				0
Act 2 (H) Wraith B	Special Drops							10	71	1					75	Act 2 (H) Good	4	Act 2 (H) Magic B	25																				0
Act 2 (H) Wraith C	Special Drops							10	72	1					75	Act 2 (H) Good	4	Act 2 (H) Magic B	25																				0
Act 3 (H) Wraith A	Special Drops							10	74	1					75	Act 3 (H) Good	4	Act 3 (H) Magic A	25																				0
Act 3 (H) Wraith B	Special Drops							10	75	1					75	Act 3 (H) Good	4	Act 3 (H) Magic B	25																				0
Act 3 (H) Wraith C	Special Drops							10	77	1					75	Act 3 (H) Good	4	Act 3 (H) Magic B	25																				0
Act 4 (H) Wraith A	Special Drops							10	78	1					75	Act 4 (H) Good	4	Act 4 (H) Magic A	25																				0
Act 4 (H) Wraith B	Special Drops							10	80	1					75	Act 4 (H) Good	4	Act 4 (H) Magic B	25																				0
Act 5 (H) Wraith A	Special Drops							10	81	1					75	Act 5 (H) Good	4	Act 5 (H) Magic A	25																				0
Act 5 (H) Wraith B	Special Drops							10	83	1					75	Act 5 (H) Good	4	Act 5 (H) Magic B	25																				0
Act 5 (H) Wraith C	Special Drops							10	85	1					75	Act 5 (H) Good	4	Act 5 (H) Magic C	25																				0
Swarm 1	Special Drops							17	0	1					125	Potion 2	12	Misc 1	6	Act 2 Good	1	Act 2 Magic A	6																0
Swarm 2	Special Drops							17	20	1					125	Potion 3	12	Misc 2	6	Act 3 Good	1	Act 3 Magic A	6																0
Swarm 1 (N)	Special Drops							17	40	1					125	Potion 6	12	Misc 2	6	Act 2 (N) Good	1	Act 2 (N) Magic A	6																0
Swarm 2 (N)	Special Drops							17	46	1					125	Potion 6	12	Misc 2	6	Act 3 (N) Good	1	Act 3 (N) Magic A	6																0
Swarm 1 (H)	Special Drops							17	68	1					125	Potion 6	12	Misc 2	6	Act 2 (H) Good	1	Act 2 (H) Magic A	6																0
Swarm 2 (H)	Special Drops							17	74	1					125	Potion 6	12	Misc 2	6	Act 3 (H) Good	1	Act 3 (H) Magic A	6																0
Flying Scimitar	Special Drops									1					100	Act 2 Good	3	scm	57																				0
Flying Scimitar (N)	Special Drops									1					100	Act 2 (N) Good	3	scm	25	9sm	32																		0
Flying Scimitar (H)	Special Drops									1					100	Act 2 (H) Good	3	scm	7	9sm	18	7sm	32																0
Trapped Soul	Special Drops									1					100	gld	19	Act 4 Equip A	8	Act 4 Junk	33																		0
Trapped Soul (N)	Special Drops									1					100	gld	19	Act 4 (N) Equip A	8	Act 4 (N) Junk	33																		0
Trapped Soul (H)	Special Drops									1					100	gld	19	Act 4 (H) Equip A	8	Act 4 (H) Junk	33																		0
Cow	Special Drops									1					100	gld	19	Act 5 Equip A	19	Act 5 Junk	19	Act 5 Good	3	Act 5 Crafting	6														0
Cow (N)	Special Drops									1					100	gld	19	Act 5 (N) Equip A	19	Act 5 (N) Junk	19	Act 5 (N) Good	3	Act 5 (N) Crafting	6														0
Cow (H)	Special Drops									1					100	gld	19	Act 5 (H) Equip B	19	Act 5 (H) Junk	19	Act 5 (H) Good	3	Act 5 (H) Crafting	6														0
Act 1 Cpot A	Deprecated							12	0	2					0	Hpotion 1	1																						0
Act 1 Cpot B	Deprecated							12	5	2					0	Hpotion 1	1																						0
Act 1 Cpot C	Deprecated							12	9	2					0	Hpotion 1	1																						0
Act 2 Cpot A	Deprecated							12	12	2					0	Hpotion 2	1																						0
Act 2 Cpot B	Deprecated							12	15	2					0	Hpotion 2	1																						0
Act 2 Cpot C	Deprecated							12	18	2					0	Hpotion 2	1																						0
Act 3 Cpot A	Deprecated							12	20	2					0	Hpotion 3	1																						0
Act 3 Cpot B	Deprecated							12	22	2					0	Hpotion 3	1																						0
Act 3 Cpot C	Deprecated							12	24	2					0	Hpotion 3	1																						0
Act 4 Cpot A	Deprecated							12	26	2					0	Hpotion 3	1	Hpotion 4	2																				0
Act 4 Cpot B	Deprecated							12	29	2					0	Hpotion 3	1	Hpotion 4	2																				0
Act 5 Cpot A	Deprecated							12	32	2					0	Hpotion 4	1	Hpotion 5	2																				0
Act 5 Cpot B	Deprecated							12	34	2					0	Hpotion 4	1	Hpotion 5	2																				0
Act 5 Cpot C	Deprecated							12	36	2					0	Hpotion 4	1	Hpotion 5	2																				0
Act 1 (N) Cpot A	Deprecated							12	38	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																		0
Act 1 (N) Cpot B	Deprecated							12	40	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																		0
Act 1 (N) Cpot C	Deprecated							12	41	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																		0
Act 2 (N) Cpot A	Deprecated							12	42	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																		0
Act 2 (N) Cpot B	Deprecated							12	44	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																		0
Act 2 (N) Cpot C	Deprecated							12	45	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																		0
Act 3 (N) Cpot A	Deprecated							12	46	2					0	Rejuvenation Basic	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 3 (N) Cpot B	Deprecated							12	48	2					0	Rejuvenation Basic	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 3 (N) Cpot C	Deprecated							12	50	2					0	Rejuvenation Basic	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 4 (N) Cpot A	Deprecated							12	51	2					0	Rejuvenation Basic	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 4 (N) Cpot B	Deprecated							12	54	2					0	Rejuvenation Basic	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 5 (N) Cpot A	Deprecated							12	57	2					0	Rejuvenation Basic	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 5 (N) Cpot B	Deprecated							12	60	2					0	Rejuvenation Basic	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 5 (N) Cpot C	Deprecated							12	62	2					0	Rejuvenation Basic	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 1 (H) Cpot A	Deprecated							12	63	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 1 (H) Cpot B	Deprecated							12	66	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 1 (H) Cpot C	Deprecated							12	68	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 2 (H) Cpot A	Deprecated							12	69	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 2 (H) Cpot B	Deprecated							12	71	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 2 (H) Cpot C	Deprecated							12	72	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 3 (H) Cpot A	Deprecated							12	74	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 3 (H) Cpot B	Deprecated							12	75	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 3 (H) Cpot C	Deprecated							12	77	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 4 (H) Cpot A	Deprecated							12	78	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 4 (H) Cpot B	Deprecated							12	80	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 5 (H) Cpot A	Deprecated							12	81	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 5 (H) Cpot B	Deprecated							12	83	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 5 (H) Cpot C	Deprecated							12	85	2					0	Rejuvenation Full	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																0
Act 1 Citem A	Champions		66,67%					11	0	1					20	Act 1 Equip A	37	Act 1 Good	3																				0
Act 1 Citem B	Champions		67,11%					11	5	1					20	Act 1 Equip B	37	Act 1 Good	3																				0
Act 1 Citem C	Champions		67,57%					11	9	1					19	Act 1 Equip C	37	Act 1 Good	3																				0
Act 2 Citem A	Champions		68,03%					11	12	1					19	Act 2 Equip A	37	Act 2 Good	3																				0
Act 2 Citem B	Champions		68,49%					11	15	1					18	Act 2 Equip B	37	Act 2 Good	3																				0
Act 2 Citem C	Champions		68,97%					11	18	1					18	Act 2 Equip C	37	Act 3 Good	3																				0
Act 3 Citem A	Champions		69,44%					11	20	1					18	Act 3 Equip A	37	Act 3 Good	3																				0
Act 3 Citem B	Champions		69,93%					11	22	1					17	Act 3 Equip B	36	Act 3 Good	3	Act 3 Crafting Good	1																		0
Act 3 Citem C	Champions		70,42%					11	24	1					17	Act 3 Equip C	35	Act 3 Good	3	Act 3 Crafting Good	2																		0
Act 4 Citem A	Champions		70,92%					11	26	1					16	Act 4 Equip A	34	Act 4 Good	3	Act 4 Crafting Good	3																		0
Act 4 Citem B	Champions		71,43%					11	29	1					16	Act 4 Equip B	34	Act 4 Good	3	Act 4 Crafting Good	3																		0
Act 5 Citem A	Champions		71,94%					11	32	1					16	Act 5 Equip A	34	Act 5 Good	3	Act 5 Crafting Good	3																		0
Act 5 Citem B	Champions		72,46%					11	34	1					15	Act 5 Equip B	34	Act 5 Good	3	Act 5 Crafting Good	3																		0
Act 5 Citem C	Champions		72,99%					11	36	1					15	Act 5 Equip C	34	Act 5 Good	3	Act 5 Crafting Good	3																		0
Act 1 (N) Citem A	Champions		73,53%					11	38	1					14	Act 1 (N) Equip A	34	Act 1 (N) Good	3	Act 1 (N) Crafting Good	3																		0
Act 1 (N) Citem B	Champions		74,07%					11	40	1					14	Act 1 (N) Equip B	34	Act 1 (N) Good	3	Act 1 (N) Crafting Good	3																		0
Act 1 (N) Citem C	Champions		74,63%					11	41	1					14	Act 1 (N) Equip B	34	Act 1 (N) Good	3	Act 1 (N) Crafting Good	3																		0
Act 2 (N) Citem A	Champions		75,19%					11	42	1					13	Act 2 (N) Equip A	34	Act 2 (N) Good	3	Act 2 (N) Crafting Good	3																		0
Act 2 (N) Citem B	Champions		75,76%					11	44	1					13	Act 2 (N) Equip B	34	Act 2 (N) Good	3	Act 2 (N) Crafting Good	3																		0
Act 2 (N) Citem C	Champions		76,34%					11	45	1					12	Act 2 (N) Equip B	34	Act 2 (N) Good	3	Act 2 (N) Crafting Good	3																		0
Act 3 (N) Citem A	Champions		76,92%					11	46	1					12	Act 3 (N) Equip A	34	Act 3 (N) Good	3	Act 3 (N) Crafting Good	3																		0
Act 3 (N) Citem B	Champions		77,52%					11	48	1					12	Act 3 (N) Equip B	34	Act 3 (N) Good	3	Act 3 (N) Crafting Good	3																		0
Act 3 (N) Citem C	Champions		78,13%					11	50	1					11	Act 3 (N) Equip B	34	Act 3 (N) Good	3	Act 3 (N) Crafting Good	3																		0
Act 4 (N) Citem A	Champions		78,74%					11	51	1					11	Act 4 (N) Equip A	34	Act 4 (N) Good	3	Act 4 (N) Crafting Good	3																		0
Act 4 (N) Citem B	Champions		79,37%					11	54	1					10	Act 4 (N) Equip B	34	Act 4 (N) Good	3	Act 4 (N) Crafting Good	3																		0
Act 5 (N) Citem A	Champions		80,00%					11	57	1					10	Act 5 (N) Equip A	34	Act 5 (N) Good	3	Act 5 (N) Crafting Good	3																		0
Act 5 (N) Citem B	Champions		80,65%					11	60	1					10	Act 5 (N) Equip B	34	Act 5 (N) Good	3	Act 5 (N) Crafting Good	3																		0
Act 5 (N) Citem C	Champions		81,30%					11	62	1					9	Act 5 (N) Equip C	34	Act 5 (N) Good	3	Act 5 (N) Crafting Good	3																		0
Act 1 (H) Citem A	Champions		81,97%					11	63	1					9	Act 1 (H) Equip A	34	Act 1 (H) Good	3	Act 1 (H) Crafting Good	3																		0
Act 1 (H) Citem B	Champions		82,64%					11	66	1					8	Act 1 (H) Equip B	34	Act 1 (H) Good	3	Act 1 (H) Crafting Good	3																		0
Act 1 (H) Citem C	Champions		83,33%					11	68	1					8	Act 1 (H) Equip B	34	Act 1 (H) Good	3	Act 1 (H) Crafting Good	3																		0
Act 2 (H) Citem A	Champions		84,03%					11	69	1					8	Act 2 (H) Equip A	34	Act 2 (H) Good	3	Act 2 (H) Crafting Good	3																		0
Act 2 (H) Citem B	Champions		84,75%					11	71	1					7	Act 2 (H) Equip B	34	Act 2 (H) Good	3	Act 2 (H) Crafting Good	3																		0
Act 2 (H) Citem C	Champions		85,47%					11	72	1					7	Act 2 (H) Equip B	34	Act 2 (H) Good	3	Act 2 (H) Crafting Good	3																		0
Act 3 (H) Citem A	Champions		86,21%					11	74	1					6	Act 3 (H) Equip A	34	Act 3 (H) Good	3	Act 3 (H) Crafting Good	3																		0
Act 3 (H) Citem B	Champions		86,96%					11	75	1					6	Act 3 (H) Equip B	34	Act 3 (H) Good	3	Act 3 (H) Crafting Good	3																		0
Act 3 (H) Citem C	Champions		87,72%					11	77	1					6	Act 3 (H) Equip B	34	Act 3 (H) Good	3	Act 3 (H) Crafting Good	3																		0
Act 4 (H) Citem A	Champions		88,50%					11	78	1					5	Act 4 (H) Equip A	34	Act 4 (H) Good	3	Act 4 (H) Crafting Good	3																		0
Act 4 (H) Citem B	Champions		89,29%					11	80	1					5	Act 4 (H) Equip B	34	Act 4 (H) Good	3	Act 4 (H) Crafting Good	3																		0
Act 5 (H) Citem A	Champions		90,09%					11	81	1					4	Act 5 (H) Equip A	34	Act 5 (H) Good	3	Act 5 (H) Crafting Good	3																		0
Act 5 (H) Citem B	Champions		90,91%					11	83	1					4	Act 5 (H) Equip B	34	Act 5 (H) Good	3	Act 5 (H) Crafting Good	3																		0
Act 5 (H) Citem C	Champions		91,74%					11	85	1					4	Act 5 (H) Equip C	34	Act 5 (H) Good	3	Act 5 (H) Crafting Good	3																		0
Act 1 Uitem A	Uniques		100% item					14	0	1					0	Act 1 Equip A	37	Act 1 Good	3																				0
Act 1 Uitem B	Uniques		100% item					14	5	1					0	Act 1 Equip B	37	Act 1 Good	3																				0
Act 1 Uitem C	Uniques		100% item					14	9	1					0	Act 1 Equip C	37	Act 1 Good	3																				0
Act 2 Uitem A	Uniques		100% item					14	12	1					0	Act 2 Equip A	37	Act 2 Good	3																				0
Act 2 Uitem B	Uniques		100% item					14	15	1					0	Act 2 Equip B	37	Act 2 Good	3																				0
Act 2 Uitem C	Uniques		100% item					14	18	1					0	Act 2 Equip C	37	Act 3 Good	3																				0
Act 3 Uitem A	Uniques		100% item					14	20	1					0	Act 3 Equip A	37	Act 3 Good	3																				0
Act 3 Uitem B	Uniques		100% item					14	22	1					0	Act 3 Equip B	36	Act 3 Good	3	Act 3 Crafting Good	1																		0
Act 3 Uitem C	Uniques		100% item					14	24	1					0	Act 3 Equip C	35	Act 3 Good	3	Act 3 Crafting Good	2																		0
Act 4 Uitem A	Uniques		100% item					14	26	1					0	Act 4 Equip A	34	Act 4 Good	3	Act 4 Crafting Good	3																		0
Act 4 Uitem B	Uniques		100% item					14	29	1					0	Act 4 Equip B	34	Act 4 Good	3	Act 4 Crafting Good	3																		0
Act 5 Uitem A	Uniques		100% item					14	32	1					0	Act 5 Equip A	34	Act 5 Good	3	Act 5 Crafting Good	3																		0
Act 5 Uitem B	Uniques		100% item					14	34	1					0	Act 5 Equip B	34	Act 5 Good	3	Act 5 Crafting Good	3																		0
Act 5 Uitem C	Uniques		100% item					14	36	1					0	Act 5 Equip C	34	Act 5 Good	3	Act 5 Crafting Good	3																		0
Act 1 (N) Uitem A	Uniques		100% item					14	38	1					0	Act 1 (N) Equip A	34	Act 1 (N) Good	3	Act 1 (N) Crafting Good	3																		0
Act 1 (N) Uitem B	Uniques		100% item					14	40	1					0	Act 1 (N) Equip B	34	Act 1 (N) Good	3	Act 1 (N) Crafting Good	3																		0
Act 1 (N) Uitem C	Uniques		100% item					14	41	1					0	Act 1 (N) Equip B	34	Act 1 (N) Good	3	Act 1 (N) Crafting Good	3																		0
Act 2 (N) Uitem A	Uniques		100% item					14	42	1					0	Act 2 (N) Equip A	34	Act 2 (N) Good	3	Act 2 (N) Crafting Good	3																		0
Act 2 (N) Uitem B	Uniques		100% item					14	44	1					0	Act 2 (N) Equip B	34	Act 2 (N) Good	3	Act 2 (N) Crafting Good	3																		0
Act 2 (N) Uitem C	Uniques		100% item					14	45	1					0	Act 2 (N) Equip B	34	Act 2 (N) Good	3	Act 2 (N) Crafting Good	3																		0
Act 3 (N) Uitem A	Uniques		100% item					14	46	1					0	Act 3 (N) Equip A	34	Act 3 (N) Good	3	Act 3 (N) Crafting Good	3																		0
Act 3 (N) Uitem B	Uniques		100% item					14	48	1					0	Act 3 (N) Equip B	34	Act 3 (N) Good	3	Act 3 (N) Crafting Good	3																		0
Act 3 (N) Uitem C	Uniques		100% item					14	50	1					0	Act 3 (N) Equip B	34	Act 3 (N) Good	3	Act 3 (N) Crafting Good	3																		0
Act 4 (N) Uitem A	Uniques		100% item					14	51	1					0	Act 4 (N) Equip A	34	Act 4 (N) Good	3	Act 4 (N) Crafting Good	3																		0
Act 4 (N) Uitem B	Uniques		100% item					14	54	1					0	Act 4 (N) Equip B	34	Act 4 (N) Good	3	Act 4 (N) Crafting Good	3																		0
Act 5 (N) Uitem A	Uniques		100% item					14	57	1					0	Act 5 (N) Equip A	34	Act 5 (N) Good	3	Act 5 (N) Crafting Good	3																		0
Act 5 (N) Uitem B	Uniques		100% item					14	60	1					0	Act 5 (N) Equip B	34	Act 5 (N) Good	3	Act 5 (N) Crafting Good	3																		0
Act 5 (N) Uitem C	Uniques		100% item					14	62	1					0	Act 5 (N) Equip C	34	Act 5 (N) Good	3	Act 5 (N) Crafting Good	3																		0
Act 1 (H) Uitem A	Uniques		100% item					14	63	1					0	Act 1 (H) Equip A	34	Act 1 (H) Good	3	Act 1 (H) Crafting Good	3																		0
Act 1 (H) Uitem B	Uniques		100% item					14	66	1					0	Act 1 (H) Equip B	34	Act 1 (H) Good	3	Act 1 (H) Crafting Good	3																		0
Act 1 (H) Uitem C	Uniques		100% item					14	68	1					0	Act 1 (H) Equip B	34	Act 1 (H) Good	3	Act 1 (H) Crafting Good	3																		0
Act 2 (H) Uitem A	Uniques		100% item					14	69	1					0	Act 2 (H) Equip A	34	Act 2 (H) Good	3	Act 2 (H) Crafting Good	3																		0
Act 2 (H) Uitem B	Uniques		100% item					14	71	1					0	Act 2 (H) Equip B	34	Act 2 (H) Good	3	Act 2 (H) Crafting Good	3																		0
Act 2 (H) Uitem C	Uniques		100% item					14	72	1					0	Act 2 (H) Equip B	34	Act 2 (H) Good	3	Act 2 (H) Crafting Good	3																		0
Act 3 (H) Uitem A	Uniques		100% item					14	74	1					0	Act 3 (H) Equip A	34	Act 3 (H) Good	3	Act 3 (H) Crafting Good	3																		0
Act 3 (H) Uitem B	Uniques		100% item					14	75	1					0	Act 3 (H) Equip B	34	Act 3 (H) Good	3	Act 3 (H) Crafting Good	3																		0
Act 3 (H) Uitem C	Uniques		100% item					14	77	1					0	Act 3 (H) Equip B	34	Act 3 (H) Good	3	Act 3 (H) Crafting Good	3																		0
Act 4 (H) Uitem A	Uniques		100% item					14	78	1					0	Act 4 (H) Equip A	34	Act 4 (H) Good	3	Act 4 (H) Crafting Good	3																		0
Act 4 (H) Uitem B	Uniques		100% item					14	80	1					0	Act 4 (H) Equip B	34	Act 4 (H) Good	3	Act 4 (H) Crafting Good	3																		0
Act 5 (H) Uitem A	Uniques		100% item					14	81	1					0	Act 5 (H) Equip A	34	Act 5 (H) Good	3	Act 5 (H) Crafting Good	3																		0
Act 5 (H) Uitem B	Uniques		100% item					14	83	1					0	Act 5 (H) Equip B	34	Act 5 (H) Good	3	Act 5 (H) Crafting Good	3																		0
Act 5 (H) Uitem C	Uniques		100% item					14	85	1					0	Act 5 (H) Equip C	34	Act 5 (H) Good	3	Act 5 (H) Crafting Good	3																		0
Act 1 Champ A	Champions		66,67%	3,22%	8,04%	27,68%	100,00%	13	0	-3	833	833	950	1024	0	Act 1 Citem A	1	Potion 2	2																				0
Act 1 Champ B	Champions		67,11%	3,22%	8,04%	27,68%	100,00%	13	5	-3	833	833	950	1024	0	Act 1 Citem B	1	Potion 4	2																				0
Act 1 Champ C	Champions		67,57%	3,22%	8,04%	27,68%	100,00%	13	9	-3	833	833	950	1024	0	Act 1 Citem C	1	Potion 6	2																				0
Act 2 Champ A	Champions		68,03%	3,22%	8,04%	27,68%	100,00%	13	12	-3	833	833	950	1024	0	Act 2 Citem A	1	Potion 6	2																				0
Act 2 Champ B	Champions		68,49%	3,22%	8,04%	27,68%	100,00%	13	15	-3	833	833	950	1024	0	Act 2 Citem B	1	Potion 6	2																				0
Act 2 Champ C	Champions		68,97%	3,22%	8,04%	27,68%	100,00%	13	18	-3	833	833	950	1024	0	Act 2 Citem C	1	Potion 6	2																				0
Act 3 Champ A	Champions		69,44%	3,22%	8,04%	27,68%	100,00%	13	20	-3	833	833	950	1024	0	Act 3 Citem A	1	Potion 6	2																				0
Act 3 Champ B	Champions		69,93%	3,22%	8,04%	27,68%	100,00%	13	22	-3	833	833	950	1024	0	Act 3 Citem B	1	Potion 6	2																				0
Act 3 Champ C	Champions		70,42%	3,22%	8,04%	27,68%	100,00%	13	24	-3	833	833	950	1024	0	Act 3 Citem C	1	Potion 6	2																				0
Act 4 Champ A	Champions		70,92%	3,22%	8,04%	27,68%	100,00%	13	26	-3	833	833	950	1024	0	Act 4 Citem A	1	Potion 6	2																				0
Act 4 Champ B	Champions		71,43%	3,22%	8,04%	27,68%	100,00%	13	29	-3	833	833	950	1024	0	Act 4 Citem B	1	Potion 6	2																				0
Act 5 Champ A	Champions		71,94%	3,22%	8,04%	27,68%	100,00%	13	32	-3	833	833	950	1024	0	Act 5 Citem A	1	Potion 6	2																				0
Act 5 Champ B	Champions		72,46%	3,22%	8,04%	27,68%	100,00%	13	34	-3	833	833	950	1024	0	Act 5 Citem B	1	Potion 6	2																				0
Act 5 Champ C	Champions		72,99%	3,22%	8,04%	27,68%	100,00%	13	36	-3	833	833	950	1024	0	Act 5 Citem C	1	Potion 6	2																				0
Act 1 (N) Champ A	Champions		73,53%	3,22%	8,04%	27,68%	100,00%	13	38	-3	833	833	950	1024	0	Act 1 (N) Citem A	1	Potion 6	2																				0
Act 1 (N) Champ B	Champions		74,07%	3,22%	8,04%	27,68%	100,00%	13	40	-3	833	833	950	1024	0	Act 1 (N) Citem B	1	Potion 6	2																				0
Act 1 (N) Champ C	Champions		74,63%	3,22%	8,04%	27,68%	100,00%	13	41	-3	833	833	950	1024	0	Act 1 (N) Citem C	1	Potion 6	2																				0
Act 2 (N) Champ A	Champions		75,19%	3,22%	8,04%	27,68%	100,00%	13	42	-3	833	833	950	1024	0	Act 2 (N) Citem A	1	Potion 6	2																				0
Act 2 (N) Champ B	Champions		75,76%	3,22%	8,04%	27,68%	100,00%	13	44	-3	833	833	950	1024	0	Act 2 (N) Citem B	1	Potion 6	2																				0
Act 2 (N) Champ C	Champions		76,34%	3,22%	8,04%	27,68%	100,00%	13	45	-3	833	833	950	1024	0	Act 2 (N) Citem C	1	Potion 6	2																				0
Act 3 (N) Champ A	Champions		76,92%	3,22%	8,04%	27,68%	100,00%	13	46	-3	833	833	950	1024	0	Act 3 (N) Citem A	1	Potion 6	2																				0
Act 3 (N) Champ B	Champions		77,52%	3,22%	8,04%	27,68%	100,00%	13	48	-3	833	833	950	1024	0	Act 3 (N) Citem B	1	Potion 6	2																				0
Act 3 (N) Champ C	Champions		78,13%	3,22%	8,04%	27,68%	100,00%	13	50	-3	833	833	950	1024	0	Act 3 (N) Citem C	1	Potion 6	2																				0
Act 4 (N) Champ A	Champions		78,74%	3,22%	8,04%	27,68%	100,00%	13	51	-3	833	833	950	1024	0	Act 4 (N) Citem A	1	Potion 6	2																				0
Act 4 (N) Champ B	Champions		79,37%	3,22%	8,04%	27,68%	100,00%	13	54	-3	833	833	950	1024	0	Act 4 (N) Citem B	1	Potion 6	2																				0
Act 4 (N) Champ C	Champions		79,37%	3,22%	8,04%	27,68%	100,00%	13	56	-3	833	833	950	1024	0	Act 4 (N) Citem B	1	Potion 6	2																				
Act 5 (N) Champ A	Champions		80,00%	3,22%	8,04%	27,68%	100,00%	13	57	-3	833	833	950	1024	0	Act 5 (N) Citem A	1	Potion 6	2																				0
Act 5 (N) Champ B	Champions		80,65%	3,22%	8,04%	27,68%	100,00%	13	60	-3	833	833	950	1024	0	Act 5 (N) Citem B	1	Potion 6	2																				0
Act 5 (N) Champ C	Champions		81,30%	3,22%	8,04%	27,68%	100,00%	13	62	-3	833	833	950	1024	0	Act 5 (N) Citem C	1	Potion 6	2																				
