Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	*Laz/OrUM	*Laz/OrUX	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7
Act 5 - Ice Cave 3A	Icy Cellar	119	4	4			86	32	32	32	32	32	32	2000	2376	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	118	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	29	54	79	31	62	85	650	650	650	1	2	1	2	3	4	6	8	1	0	5	laz_minionsuper3	laz_snowyetisuper4	laz_frozenhorrorsuper4	laz_shockwaverider2	laz_bloodlordsuper3																					1	laz_minionsuper3	laz_snowyetisuper4	laz_frozenhorrorsuper4	laz_shockwaverider2	laz_bloodlordsuper3																					laz_minionsuper3	laz_frozenhorrorsuper4	laz_shockwaverider2	laz_bloodlordsuper3																																		0	41	255	Glacial Caves Level 2	To The Glacier Caves Level 2	EnteringTheGlacierCavesLevel2	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0
Act 5 - Mountain Top	Arreat Summit	120	4	4			87	20	28	20	28	20	28	2000	2508	0	1	1	0	1	0	0	1	0	0	2	31	-1	1	-1	-1	118	128	0	0	0	0	0	0	79	80	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	27	52	77	37	68	87	0	0	0									0	0	3	ancientbarb1	ancientbarb2	ancientbarb3																								ancientbarb1	ancientbarb2	ancientbarb3																																																												0	42	255	Rocky Summit	To The Rocky Summit	EnteringTheRockySummit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple Entrance	Nihlathak's Temple	121	4	4			88	22	27	22	27	22	27	2000	2636	0	1	1	0	0	0	0	1	0	1	2	31	-1	-1	-1	-1	0	122	0	0	0	0	0	0	-1	76	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	32	57	82	32	63	83	0	0	0									0	0																																																																																										0	43	255	Nihlathaks Temple	To Nihlathaks Temple	EnteringNihlathaksTemple	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple 1	Halls of Anguish	122	4	4			89	120	120	120	120	120	120	2000	2763	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	121	123	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3000	33	58	83	33	63	83	700	700	700	1	2	1	2	3	4	6	7	0	0	4	laz_draugr4	laz_batdemon5	laz_wraith5	laz_putriddefiler4																							laz_draugr4	laz_batdemon5	laz_wraith5	laz_putriddefiler4																						laz_draugr4	laz_batdemon5	laz_wraith5	laz_putriddefiler4																																		0	44	255	Halls of Anguish	To The Halls of Anguish	EnteringTheHallsOfAnguish	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain	123	4	4			90	120	120	120	120	120	120	2000	2943	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	122	124	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	84	700	700	700	1	2	1	2	3	4	6	7	0	0	4	laz_draugr4	laz_batdemon5	laz_wraith5	laz_vampire5																						1	laz_draugr4	laz_batdemon5	laz_wraith5	laz_vampire5																						laz_draugr4	laz_batdemon5	laz_wraith5	laz_vampire5																																		0	44	35	Halls of Death's Calling	To The Halls of Death's Calling	EnteringTheHallsOfDeath'sCalling	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple Boss	Halls of Vaught	124	4	4			91	84	84	84	84	84	84	2500	1000	0	1	0	0	0	0	1	1	0	1	2	32	-1	-1	-1	-1	123	0	0	0	0	0	0	0	78	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	36	61	86	36	64	84	700	700	700									0	0	4	laz_draugrspecial1	laz_skeletonspecial1	laz_wraith5	laz_vampire5																						1	laz_draugrspecial1	laz_skeletonspecial1	laz_wraith5	laz_vampire5																						laz_draugrspecial1	laz_skeletonspecial1	laz_wraith5	laz_vampire5																																		0	45	255	Halls of Vaught	To The Halls of Vaught	EnteringTheHallsOfVaught	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Hell 1	Abaddon	125	3	4			92	200	200	200	200	200	200	2500	1184	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	39	64	89	39	60	85	800	800	800	1	2	1	2	3	5	6	8	1	0	7	laz_succubus4	laz_succubuswitch4	laz_minionsuper4	laz_balrogsuper3	laz_fingermagesuper3	laz_regurgitatorsuper3	laz_doomknightspecial1																			1	laz_succubus4	laz_succubuswitch4	laz_minionsuper4	laz_balrogsuper3	laz_fingermagesuper3	laz_regurgitatorsuper3	laz_doomknightspecial1																			laz_succubus4	laz_succubuswitch4	laz_minionsuper4	laz_balrogsuper3	laz_fingermagesuper3	laz_regurgitatorsuper3	laz_doomknightspecial1																															0	46	255	Hell1	To Hell1	EnteringHell1	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0
Act 5 - Hell 2	Pit of Acheron	126	3	4			93	200	200	200	200	200	200	2500	1484	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	39	64	89	39	61	85	800	800	800	1	2	1	2	3	5	6	8	1	0	7	laz_succubus4	laz_succubuswitch4	laz_minionsuper4	laz_balrogsuper3	laz_fingermagesuper3	laz_regurgitatorsuper3	laz_doomknightspecial1																			1	laz_succubus4	laz_succubuswitch4	laz_minionsuper4	laz_balrogsuper3	laz_fingermagesuper3	laz_regurgitatorsuper3	laz_doomknightspecial1																			laz_succubus4	laz_succubuswitch4	laz_minionsuper4	laz_balrogsuper3	laz_fingermagesuper3	laz_regurgitatorsuper3	laz_doomknightspecial1																															0	46	255	Hell2	To Hell2	EnteringHell2	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0
Act 5 - Hell 3	Infernal Pit	127	3	4			94	200	200	200	200	200	200	2500	1784	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	39	64	89	39	62	85	700	700	700	1	2	1	2	3	5	6	8	1	0	7	laz_succubus4	laz_succubuswitch4	laz_minionsuper4	laz_balrogsuper3	laz_fingermagesuper3	laz_regurgitatorsuper3	laz_doomknightspecial1																			1	laz_succubus4	laz_succubuswitch4	laz_minionsuper4	laz_balrogsuper3	laz_fingermagesuper3	laz_regurgitatorsuper3	laz_doomknightspecial1																			laz_succubus4	laz_succubuswitch4	laz_minionsuper4	laz_balrogsuper3	laz_fingermagesuper3	laz_regurgitatorsuper3	laz_doomknightspecial1																															0	46	255	Hell3	To Hell3	EnteringHell3	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0
Act 5 - Baal Temple 1	The Worldstone Keep Level 1	128	4	4	39	39	95	200	200	200	200	200	200	2500	2084	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	120	129	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	39	64	89	39	65	85	700	700	700	2	3	2	3	4	6	6	8	0	0	8	laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_frozenhorrorsuper5	laz_regurgitatorsuper3	laz_draugr5	laz_putriddefiler5	laz_bloodlordsuper4																		1	laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_frozenhorrorsuper5	laz_regurgitatorsuper3	laz_draugr5	laz_putriddefiler5	laz_bloodlordsuper4																		laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_frozenhorrorsuper5	laz_regurgitatorsuper3	laz_draugr5	laz_putriddefiler5	laz_bloodlordsuper4																														0	47	255	The Worldstone Keep Level 1	To The Worldstone Keep Level 1	EnteringTheWorldstoneKeepLevel1	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0
Act 5 - Baal Temple 2	The Worldstone Keep Level 2	129	4	4	39	39	96	200	200	200	200	200	200	2500	2384	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	128	130	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	40	65	90	40	65	85	700	700	700	2	3	2	3	4	6	6	8	0	0	8	laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_frozenhorrorsuper5	laz_regurgitatorsuper3	laz_overseersuper5	laz_imp5	laz_bloodlordsuper4																		1	laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_frozenhorrorsuper5	laz_regurgitatorsuper3	laz_overseersuper5	laz_imp5	laz_bloodlordsuper4																		laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_frozenhorrorsuper5	laz_regurgitatorsuper3	laz_imp5	laz_bloodlordsuper4																															0	47	38	The Worldstone Keep Level 2	To The Worldstone Keep Level 2	EnteringTheWorldstoneKeepLevel2	119	120	121	122	129	106	0	0	25	25	35	25	26	25	0	0
Act 5 - Baal Temple 3	The Worldstone Keep Level 3	130	4	4	39	39	97	200	200	200	200	200	200	2500	2684	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	129	131	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	42	67	92	42	66	85	700	700	700	2	3	2	3	4	6	6	8	0	0	8	laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_frozenhorrorsuper5	laz_regurgitatorsuper3	laz_overseersuper5	laz_imp5	laz_bloodlordsuper5																		1	laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_frozenhorrorsuper5	laz_regurgitatorsuper3	laz_overseersuper5	laz_imp5	laz_bloodlordsuper5																		laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_frozenhorrorsuper5	laz_regurgitatorsuper3	laz_imp5	laz_bloodlordsuper5																															0	47	255	The Worldstone Keep Level 3	To The Worldstone Keep Level 3	EnteringTheWorldstoneKeepLevel3	119	120	121	122	129	106	0	0	25	25	35	25	25	25	0	0
Act 5 - Throne Room	Throne of Destruction	131	4	4	39	39	98	40	52	40	52	40	52	3000	1000	0	1	0	0	0	0	1	1	0	1	2	34	-1	-1	-1	-1	130	132	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	43	68	93	43	66	85	700	700	700	1	2	1	2	2	3	4	5	0	0	6	laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_vilemotherspecial1	laz_bloodlordsuper5	laz_vampirespecial1																				1	laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_vilemotherspecial1	laz_bloodlordsuper5	laz_vampirespecial1																				laz_succubus5	laz_succubuswitch5	laz_minionsuper5	laz_vilemotherspecial1	laz_bloodlordsuper5	laz_vampirespecial1																																0	48	255	Throne of Destruction	To The Throne of Destruction	EnteringTheThroneOfDestruction	126	127	0	0	0	0	0	0	25	25	0	0	0	0	0	0
Act 5 - World Stone	The Worldstone Chamber	132	4	4	39	39	99	55	55	55	55	55	55	3000	1152	0	1	0	0	0	0	1	1	0	1	2	34	-1	-1	-1	-1	131	0	0	0	0	0	0	0	81	-1	-1	-1	-1	-1	-1	-1	40	255	255	255	0	1	1	0	0	0	0	0	43	66	85	0	0	0									0	0																																																																																										0	49	255	The Worldstone Chamber	To The Worldstone Chamber	EnteringTheWorldstoneChamber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Pandemonium 1	Matron's Den	133	0	4			11	200	200	200	200	200	200	4000	1500	0	1	0	0	0	1	1	1	0	1	1	4	-1	-1	-1	-1	17	0	0	0	0	0	0	0	8	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	50	75	83	50	75	83	1056	1056	1056	3	4	3	4	3	5	4	5	1	0	0																																																																													rat	bat			30	30							8	5	255	Pandemonium Run 1	To The Pandemonium Run 1	EnteringThePandemoniumRun1	7	8	9	10	0	0	0	0	75	4	50	75	0	0	0	0
Act 5 - Pandemonium 2	Forgotten Sands	134	1	4			28	80	80	80	80	80	80	4000	1700	0	1	0	0	1	0	1	1	1	0	3	16	9	4	7	8	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	40	255	255	255	1	1	1	0	3800	50	75	83	50	75	83	880	880	880	3	4	3	4	3	6	7	9	1	0	0																																																																													scorpion				20								0	14	255	Pandemonium Run 2	To The Pandemonium Run 2	EnteringThePandemoniumRun2	30	24	32	37	36	0	0	0	15	30	10	40	40	0	0	0
Act 5 - Pandemonium 3	Furnace of Pain	135	3	4			92	200	200	200	200	200	200	4000	2884	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	3800	50	75	83	50	75	83	800	800	800	1	2	1	2	1	4	3	4	1	0	0																										1																																																															0	46	255	Pandemonium Run 3	To The Pandemonium Run 3	EnteringThePandemoniumRun3	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0
Act 5 - Pandemonium Finale	Tristram	136	0	4			25	43	48	43	48	43	48	5000	1000	0	1	1	0	0	0	1	1	1	0	2	11	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	50	75	83	50	75	83	0	0	0	3	3	3	3	3	3	3	3	0	0	0																																																																																									0	3	255	Tristram	To Tristram	EnteringThePandemoniumFinale	44	45	0	0	0	0	0	0	0	33	1	0	0	0	0	0
