name	version	compactsave	rarity	spawnable	*Laz/Real name	*Laz/Specialdesc	*Laz/Class bias	*Laz/Level	*Laz/Status	*Laz/Dexsplit	*Laz/Reqmult	*Laz/Str	*Laz/Dex	*Laz/Avg	*Laz/Speed	*Laz/Jitter	*Laz/MinAC	*Laz/MaxAC	*Laz/BlockRate	*Laz/BlockMult	*Laz/StrengthMult	*Laz/ValueMult	*Laz/Cost	*Laz/Gamble	*Laz/Smite	*Laz/Rank	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	worldevent
Laz Chain Boots	0	0	4	1	Chain Boots	speed bonus					0,65	29	0	70,2		0,15	41	56			0,45	0,65	315	23501	1	0,25	41	56		29			19		17	1	8	315	23501	bu3	bu3		377	mbt	bu3	bu3	bu3	16	2	2	1	1	1	flpmbt	invmbt									0					0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0			0	6	0	10	29	150		0	3		1			10					10					10	1	2	1	1	20					20					20					30					30					30					30	1	1		1	30	1	1		1	35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
Laz Light Plated Boots	0	0	4	1	Light Plated Boots	speed bonus					0,65	46	0	109,2		0,15	64	87			0,45	0,65	666	87221	1	0,25	64	87		46			28		27	1	13	666	87221	bu4	bu4		378	mbt	bu4	bu4	bu4	16	2	2	1	2	1	flptbt	invtbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	15	44	150		0	3					10					10					10		1		1	20					20					20					30					30					30					30	1	2	1	1	30	1	2	1	1	35			1	1	35	1	1		1	35			1	1	40					40	1	1			40	0	8	0	xxx	xxx	1	0	
Laz Greaves	0	0	4	1	Greaves	speed bonus					0,65	57	0	136,5		0,15	80	109			0,45	0,65	989	174311	1	0,25	80	109		57			35		34	1	17	989	174311	bu5	bu5		379	hbt	bu5	bu5	bu5	16	2	2	1	2	1	flphbt	invhbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	18	54	150		0	3					10					10					10					20					20					20					30					30					30					30	1	1		1	30	1	1		1	35	1	1	1	1	35	1	1			35	1	1	1	1	40					40	1	1	1	1	40	0	8	0	xxx	xxx	1	0	
Laz Sash	0	0	2	1	Sash						0,55			6,6		0,15	4	5			0,35	0,55	20	186		0,25	4	5					4		1	1	0	20	186	sx1	sx1			lbl	sx1	sx1	sx1	16	2	1	1	1	1	flplbl	invlbl									0					0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	1			0	4	0					0	1	1	1	1	1	10	1	1		1	10					10					20					20					20					30					30					30	1	1		1	30					30					35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
Laz Light Belt	0	0	3	1	Light Belt						0,55	12	0	29,7		0,15	16	22			0,35	0,55	93	2783		0,25	16	22		12			9		8	1	4	93	2783	sx2	sx2			vbl	sx2	sx2	sx2	16	2	1	1	1	1	flpvbl	invvbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	4			0	4	0					0	1		1		1	10		1		1	10					10		1		1	20					20					20					30					30					30	1	1	1	1	30					30					35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
Laz Belt	0	0	4	1	Belt						0,55	25	0	59,4		0,15	32	43			0,35	0,55	266	17543		0,25	32	43		25			15		17	1	8	266	17543	sx3	sx3			mbl	sx3	sx3	sx3	16	2	1	1	1	1	flpmbl	invmbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	0			0	4	0					0	1		1			10					10					10	1	2	1	1	20					20					20					30					30					30					30	1	1		1	30	1	1		1	35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
Laz Heavy Belt	0	0	4	1	Heavy Belt						0,55	39	0	92,4		0,15	50	68			0,35	0,55	563	65112		0,25	50	68		39			22		27	1	13	563	65112	sx4	sx4			mbl	sx4	sx4	sx4	16	2	1	1	2	1	flptbl	invtbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	5			0	4	0					0	1					10					10					10		1		1	20					20					20					30					30					30					30	1	2	1	1	30	1	2	1	1	35			1	1	35	1	1		1	35					40					40	1	1			40	0	8	0	xxx	xxx	1	0	
Laz Plated Belt	0	0	4	1	Plated Belt						0,55	48	0	115,5		0,15	62	85			0,35	0,55	837	130125		0,25	62	85		48			27		34	1	17	837	130125	sx5	sx5			hbl	sx5	sx5	sx5	16	2	1	1	2	1	flphbl	invhbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	3			0	4	0					0	3					10					10					10					20					20					20					30					30					30					30	1	1		1	30	1	1		1	35	1	1	1	1	35	1	1			35	1	1	1	2	40					40	1	1			40	0	8	0	xxx	xxx	1	0	
Laz Bone Helm	0	0	1	1	Bone Helm		nec				0,4	16	0	105,6		0,15	24	33			0,3	1,1	440	42271		1,5	24	33		16			12		15	1	7	440	42271	oz1	oz1			bhm	oz1	oz1	oz1	0	2	2	1	2	1	flpbhm	invbhm									0					0	xxx			nxhm		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Death Helm	0	0	1	1	Death Helm		nec		nytt land		0,4	31	0	204,6		0,15	47	64			0,3	1,1	1348	299692		1,5	47	64		31			21		30	1	15	1348	299692	oz2	oz2			bhm	oz2	oz2	oz2	0	2	2	1	4	1	flpbhm	invbhmu									0					0	xxx			nxhm		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Bone Shield	0	0	1	1	Bone Shield		nec			75	1	8	24	93,6		0,15	30	40	6	0,9	0,45	1,2	347	27870	0,75	1,5	30	40		8	24	6	15		12	1	6	347	27870	oh1	oh1			bsh	oh1	oh1	oh1	7	2	3	1	3	2	flpbsh	invbsh									0					0	xxx			nxsh		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	5	16	100	100	0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Totem Shield	0	0	1	1	Totem Shield		nec		lotsa skulls	75	1	15	45	172,8		0,15	55	75	11	0,9	0,45	1,2	941	159816	0,75	1,5	55	75		15	45	11	25		23	1	11	941	159816	oh2	oh2			bsh	oh2	oh2	oh2	7	2	3	1	4	2	flpbsh	invbshu									0					0	xxx			nxsh		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	9	28	100	100	0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Death Shield	0	0	1	1	Death Shield		nec		hanging totem	75	1	23	68	259,2		0,15	83	112	16	0,9	0,45	1,2	1920	556900	0,75	1,5	83	112		23	68	16	36		35	1	17	1920	556900	oh3	oh3			bsh	oh3	oh3	oh3	7	2	3	1	5	2	flpbsh	invxshu									0					0	xxx			nxsh		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	14	42	100	100	0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Spiked Shield	0	0	1	1	Spiked Shield	bleed attacker	general				1	28	0	59,4		0,15	34	46	4	0,8	0,6	0,9	203	10870	2	1,5	34	46		28		4	18		10	1	5	203	10870	ok1	ok1		373	spk	ok1	ok1	ok1	7	2	3	1	2	2	flpspk	invspk									0					0	xxx			sksd		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	12	36	150		0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Bladed Shield	0	0	1	1	Bladed Shield	bleed attacker	general		curved spikes		1	53	0	113,4		0,15	64	87	8	0,8	0,6	0,9	563	64970	2	1,5	64	87		53		8	30		20	1	10	563	64970	ok2	ok2		373	spk	ok2	ok2	ok2	7	2	3	1	3	2	flpspk	invspku									0					0	xxx			sksd		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	22	66	150		0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Barbed Shield	0	0	1	1	Barbed Shield	bleed attacker	general		nguni		1	78	0	167,4		0,15	95	128	12	0,8	0,6	0,9	1103	210942	2	1,5	95	128		78		12	42		30	1	15	1103	210942	ok3	ok3		373	spk	ok3	ok3	ok3	7	2	3	1	4	2	flpspk	invxpku									0					0	xxx			sksd		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	32	96	150		0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Wolf Head	100	0	1	1	Wolf Head						0,55	11	0	52,8		0,15	16	22			0,4	1,1	158	7072		0,55	16	22		11			9		7	1	3	158	7072	do1	do1			dr1	do1	do1	do1	0	2	2	1	2	1	flpdr1	invdr1									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Hawk Helm	100	0	1	1	Hawk Helm						0,55	21	0	99		0,15	31	41			0,4	1,1	397	35324		0,55	31	41		21			15		14	1	7	397	35324	do2	do2			dr4	do2	do2	do2	0	2	2	1	2	1	flpdr4	invdr2									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Antlers	100	0	1	1	Antlers						0,55	33	0	158,4		0,15	49	66			0,4	1,1	862	137243		0,55	49	66		33			22		23	1	11	862	137243	do3	do3			dr3	do3	do3	do3	0	2	2	1	3	1	flpdr3	invdr3									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Falcon Mask	100	0	1	1	Falcon Mask						0,55	44	0	211,2		0,15	65	88			0,4	1,1	1426	330747		0,55	65	88		44			28		31	1	15	1426	330747	do4	do4			dr4	do4	do4	do4	0	2	2	1	3	1	flpdr4	invdr4									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Spirit Mask	100	0	1	1	Spirit Mask						0,55	56	0	270,6		0,15	84	113			0,4	1,1	2228	722239		0,55	84	113		56			36		40	1	20	2228	722239	do5	do5			dr1	do5	do5	do5	0	2	2	1	4	1	flpdr1	invdr5									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Jawbone Cap	100	0	1	1	Jawbone Cap						1	20	0	43,2		0,15	24	33			0,6	0,9	130	4978		0,65	24	33		20			14		7	1	3	130	4978	bp1	bp1			ba1	bp1	bp1	bp1	0	2	2	1	2	1	flpba1	invba1									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	5	8	0	xxx	xxx	1	0	
Laz Fanged Helm	100	0	1	1	Fanged Helm						1	38	0	81		0,15	46	62			0,6	0,9	325	24863		0,65	46	62		38			22		14	1	7	325	24863	bp2	bp2			ba1	bp2	bp2	bp2	0	2	2	1	2	1	flpba1	invba2									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	5	8	0	xxx	xxx	1	0	
Laz Horned Helm	100	0	1	1	Horned Helm						1	60	0	129,6		0,15	73	99			0,6	0,9	706	96600		0,65	73	99		60			33		23	1	11	706	96600	bp3	bp3			ba3	bp3	bp3	bp3	0	2	2	1	3	1	flpba3	invba3									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	5	8	0	xxx	xxx	1	0	
Laz Assault Helmet	100	0	1	1	Assault Helmet						1	80	0	172,8		0,15	98	132			0,6	0,9	1166	232800		0,65	98	132		80			43		31	1	15	1166	232800	bp4	bp4			ba5	bp4	bp4	bp4	0	2	2	1	3	1	flpba5	invba4									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	5	8	0	xxx	xxx	1	0	
Laz Avenger Guard	100	0	1	1	Avenger Guard						1	103	0	221,4		0,15	125	170			0,6	0,9	1823	508356		0,65	125	170		103			54		40	1	20	1823	508356	bp5	bp5			ba5	bp5	bp5	bp5	0	2	2	1	4	1	flpba5	invba5									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	5	8	0	xxx	xxx	1	0	
Laz Targe	100	0	1	1	Targe					25	1,15	17	6	48		0,15	18	25	5	1,2	0,45	1	144	5986	1,4	0,7	18	25		17	6	5	10		7	1	3	144	5986	pl1	pl1			pa1	pl1	pl1	pl1	7	2	2	1	2	2	flppa1	invpa1									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	6	19	100	100	0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	0	0	0	xxx	xxx	1	0	
Laz Rondache	100	0	1	1	Rondache					25	1,15	32	11	90		0,15	34	47	9	1,2	0,45	1	361	29898	1,4	0,7	34	47		32	11	9	17		14	1	7	361	29898	pl2	pl2			pa1	pl2	pl2	pl2	7	2	2	1	2	2	flppa1	invpa2									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	11	34	100	100	0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	0	0	0	xxx	xxx	1	0	
Laz Heraldic Shield	100	0	1	1	Heraldic Shield					25	1,15	52	17	144		0,15	55	75	14	1,2	0,45	1	784	116159	1,4	0,7	55	75		52	17	14	25		23	1	11	784	116159	pl3	pl3			pa3	pl3	pl3	pl3	7	2	4	1	3	2	flppa3	invpa3									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	18	53	100	100	0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	0	0	0	xxx	xxx	1	0	
Laz Aerin Shield	100	0	1	1	Aerin Shield					25	1,15	69	23	192		0,15	73	99	19	1,2	0,45	1	1296	279936	1,4	0,7	73	99		69	23	19	32		31	1	15	1296	279936	pl4	pl4			pa3	pl4	pl4	pl4	7	2	4	1	4	2	flppa3	invpa4									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	23	69	100	100	0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	0	0	0	xxx	xxx	1	0	
Laz Crown Shield	100	0	1	1	Crown Shield				Kulah Khud	25	1,15	88	29	246		0,15	94	127	25	1,2	0,45	1	2025	611285	1,4	0,7	94	127		88	29	25	40		40	1	20	2025	611285	pl5	pl5			pa5	pl5	pl5	pl5	7	2	2	1	4	2	flppa5	invpa5									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	29	88	100	100	0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	0	0	0	xxx	xxx	1	0	
Laz Preserved Head	100	0	1	1	Preserved Head				Holy Head Grenade	100	0,7	0	14	57,6		0,15	10	14	2	0,4	0,25	1,2	173	8236	0,25	0,75	10	14			14	2	6		7	1	3	173	8236	nk1	nk1			ne1	nk1	nk1	nk1	10	2	2	1	2	2	flpne1	invne1									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	1	3		150	0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	1	0	0	xxx	xxx	1	0	
Laz Zombie Head	100	0	1	1	Zombie Head				Egghead	100	0,7	0	26	108		0,15	19	26	3	0,4	0,25	1,2	433	41134	0,25	0,75	19	26			26	3	9		14	1	7	433	41134	nk2	nk2			ne2	nk2	nk2	nk2	10	2	2	1	2	2	flpne2	invne2									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	2	6		150	0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	1	0	0	xxx	xxx	1	0	
Laz Unraveller Head	100	0	1	1	Unraveller Head				Trollface	100	0,7	0	42	172,8		0,15	31	41	5	0,4	0,25	1,2	941	159816	0,25	0,75	31	41			42	5	14		23	1	11	941	159816	nk3	nk3			ne3	nk3	nk3	nk3	10	2	2	1	3	2	flpne3	invne3									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	3	9		150	0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	1	0	0	xxx	xxx	1	0	
Laz Gargoyle Head	100	0	1	1	Gargoyle Head				Thunderstone	100	0,7	0	56	230,4		0,15	41	55	6	0,4	0,25	1,2	1555	385146	0,25	0,75	41	55			56	6	18		31	1	15	1555	385146	nk4	nk4			ne3	nk4	nk4	nk4	10	2	2	1	4	2	flpne3	invne4									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	4	12		150	0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	1	0	0	xxx	xxx	1	0	
Laz Demon Head	100	0	1	1	Demon Head				Zakara	100	0,7	0	72	295,2		0,15	52	71	8	0,4	0,25	1,2	2430	841029	0,25	0,75	52	71			72	8	22		40	1	20	2430	841029	nk5	nk5			ne2	nk5	nk5	nk5	10	2	2	1	4	2	flpne2	invne5									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	5	16		150	0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	1	0	0	xxx	xxx	1	0	
Laz Circlet	100	0	1	1	Circlet				Phylactery	100	0,7	0	12	46,2		0,15	9	12			0,25	1,1	133	5216		0,8	9	12			12		5		6	1	3	133	5216	cq1	cq1			lit	cq1	cq1	cq1	0	2	2	1	2	1	flpci0	invci0									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	1	2	0	xxx	xxx	1	0	
Laz Coronet	100	0	2	1	Coronet				Cinerary	100	0,7	0	25	92,4		0,15	18	24			0,25	1,1	356	29234		0,8	18	24			25		9		13	1	6	356	29234	cq2	cq2			lit	cq2	cq2	cq2	0	2	2	1	2	1	flpci1	invci1									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	1	2	0	xxx	xxx	1	0	
Laz Tiara	100	0	2	1	Tiara					100	0,7	0	39	145,2		0,15	28	38			0,25	1,1	744	105887		0,8	28	38			39		13		21	1	10	744	105887	cq3	cq3			lit	cq3	cq3	cq3	0	2	2	1	3	1	flpci1	invci2									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	1	2	0	xxx	xxx	1	0	
Laz Diadem	100	0	2	1	Diadem					100	0,7	0	54	204,6		0,15	40	53			0,25	1,1	1348	299692		0,8	40	53			54		17		30	1	15	1348	299692	cq4	cq4			lit	cq4	cq4	cq4	0	2	2	1	4	1	flpci2	invci3									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	1	2	0	xxx	xxx	1	0	
Laz Hounskull	0	0	1	1	Hounskull		tribal		Cap	75	0,7	5	14	59,4		0,15	22	30			0,4	0,9	203	10870		0,6	22	30		5	14		12		10	1	5	203	10870	af1	af1			cap	af1	af1	af1	0	2	2	1	2	1	flpcap	invcapu									0					0	xxx			ahlm		item_cap	12	item_cap	0	0	5	0	0	0			0	3	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	2	8	0	xxx	xxx	1	0	
Laz Hoplite Helm	0	0	1	1	Hoplite Helm		greek		Full Helm	75	0,7	11	34	140,4		0,15	53	72			0,4	0,9	810	122984		0,6	53	72		11	34		24		25	1	12	810	122984	af2	af2			fhl	af2	af2	af2	0	2	2	1	3	1	flpfhl	invfhlu									0					0	xxx			ahlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	0	8	0	xxx	xxx	1	0	
Laz Einherjar Helm	100	0	1	1	Einherjar Helm		korean		Spired Helm	75	0,7	18	54	221,4		0,15	84	113			0,4	0,9	1823	508356		0,6	84	113		18	54		36		40	1	20	1823	508356	af3	af3			ghm	af3	af3	af3	0	2	2	1	4	1	flpghm	invuhms									0					0	xxx			ahlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	7	8	0	xxx	xxx	1	0	
Laz Cervelliere	0	0	1	1	Cervelliere		holy handgrenade		Sallet	25	0,7	14	5	59,4		0,15	22	30			0,4	0,9	203	10870		0,6	22	30		14	5		12		10	1	5	203	10870	pf1	pf1			skp	pf1	pf1	pf1	0	2	2	1	2	1	flpskp	invxkpu									0					0	xxx			chlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	2	8	0	xxx	xxx	1	0	
Laz Barbute	0	0	1	1	Barbute		elven knight		Helm	25	0,7	34	11	140,4		0,15	53	72			0,4	0,9	810	122984		0,6	53	72		34	11		24		25	1	12	810	122984	pf2	pf2			hlm	pf2	pf2	pf2	0	2	2	1	3	1	flphlm	invhlmu									0					0	xxx			chlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	2	8	0	xxx	xxx	1	0	
Laz Spangenhelm	0	0	1	1	Spangenhelm		golden handgrenade		Grand Crown	25	0,7	54	18	221,4	5	0,15	92	124			0,4	0,9	1823	508356		0,6	92	124	5	54	18		36		40	1	20	1823	508356	pf3	pf3			crn	pf3	pf3	pf3	0	2	2	1	4	1	flpcrn	invxrnu									0					0	xxx			chlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	2	8	0	xxx	xxx	1	0	
Laz Sorcerer Coat	0	0	1	1	Sorcerer Coat		ironpelt		Studded Leather 	25	1	15	5	67,2		0,15	24	33			0,6	1,4	202	10786		1,05	24	33		15	5		14		7	1	3	202	10786	sz1	sz1			stu	sz1	sz1	sz1	1	2	3	1	3	1	flpstu	invxtuu	1	4	0	0	1	0	0	0	0					0	xxx			stor		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0					0	1					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	2	8	0	xxx	xxx	1	0	
Laz Xian Mage Cuirass	100	0	1	1	Xian Mage Cuirass		korean		Haramaki	25	1	28	9	126		0,15	46	62			0,6	1,4	505	53872		1,05	46	62		28	9		22		14	1	7	505	53872	sz2	sz2			brs	sz2	sz2	sz2	1	2	3	1	4	1	flpbrs	invxrss	4	15	1	1	1	1	0	0	0					0	xxx			stor		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	2	8	0	xxx	xxx	1	0	
Laz Battlecaster Armor	0	0	1	1	Battlecaster Armor		steelmage		Ornate Armor	25	1	45	15	201,6		0,15	73	99			0,6	1,4	1098	209304		1,05	73	99		45	15		33		23	1	11	1098	209304	sz3	sz3			aar	sz3	sz3	sz3	1	2	3	1	5	1	flpaar	invxaru	5	59	1	1	0	1	1	1	0					0	xxx			stor		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Vizjerei Plate	0	0	1	1	Vizjerei Plate		goldmage		Full Plate Mail	25	1	60	20	268,8		0,15	98	132			0,6	1,4	1814	504409		1,05	98	132		60	20		43		31	1	15	1814	504409	sz4	sz4			ful	sz4	sz4	sz4	1	2	3	1	6	1	flpful	invfulu	8	75	1	1	2	2	1	1	0					0	xxx			stor		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
Laz Astral Armor	0	0	1	1	Astral Armor		emperor		Ancient Armor	25	1	77	26	344,4		0,15	125	170			0,6	1,4	2835	1101458		1,05	125	170		77	26		54		40	1	20	2835	1101458	sz5	sz5			aar	sz5	sz5	sz5	1	2	3	1	6	1	flpaar	invaaru	10	118	2	2	0	2	2	2	0					0	xxx			stor		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0					0	3					10					10					10					20					20					20					30					30					30					30					30					35					35					35					40					40					40	8	8	0	xxx	xxx	1	0	
