ItemType	*Laz/Id	*Laz/Merc	*Laz/Comment	Code	Equiv1	Equiv2	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
Merc Fake Helm	225		hireling	helm	armo	merc	1	1	head	head			0	0	0	0		1	0	0	2	25	2	40	3	0	3			0							armo	0
Demonheart	226		demonheart	deha	weap		1	1	rarm				0	0	0	0			0	0	2	25	3	40	4	0	3			0							misc	0
Placeholder 227	227			p227			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder 228	228			p228			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Any item at all	229		any item	wtev			0	0					0	0	0	0			0	0	0	25	0	40	0	0	4			0							misc	0
Placeholder 230	230			p230			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder 231	231			p231			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder 232	232			p232			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder 233	233			p233			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 234	234			a10a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 235	235			a10b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 236	236			a10c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 237	237			a10d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 238	238			a10e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 239	239			a10f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 240	240			a10g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 241	241			a10h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 242	242			a10i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 243	243			a10j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 244	244			a10k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 245	245			a10l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 246	246			a10m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 247	247			a10n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 248	248			a10o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 249	249			a10p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 250	250			a10q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 251	251			a10r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 252	252			a10s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 253	253			a10t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 254	254			a10u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 255	255			a10v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 256	256			a10w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 257	257			a10x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 258	258			a10y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 259	259			a10z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 260	260			b10a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 261	261			b10b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 262	262			b10c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 263	263			b10d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 264	264			b10e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 265	265			b10f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 266	266			b10g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 267	267			b10h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 268	268			b10i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 269	269			b10j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 270	270			b10k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 271	271			b10l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 272	272			b10m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 273	273			b10n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 274	274			b10o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 275	275			b10p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 276	276			b10q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 277	277			b10r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 278	278			b10s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 279	279			b10t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 280	280			b10u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 281	281			b10v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 282	282			b10w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 283	283			b10x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 284	284			b10y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 285	285			b10z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 286	286			c10a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 287	287			c10b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 288	288			c10c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 289	289			c10d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 290	290			c10e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 291	291			c10f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 292	292			c10g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 293	293			c10h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 294	294			c10i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 295	295			c10j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 296	296			c10k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 297	297			c10l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 298	298			c10m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 299	299			c10n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 300	300			c10o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 301	301			c10p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 302	302			c10q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 303	303			c10r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 304	304			c10s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 305	305			c10t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 306	306			c10u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 307	307			c10v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 308	308			c10w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 309	309			c10x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 310	310			c10y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 311	311			c10z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 312	312			d10a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 313	313			d10b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 314	314			d10c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 315	315			d10d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 316	316			d10e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 317	317			d10f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 318	318			d10g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 319	319			d10h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 320	320			d10i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 321	321			d10j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 322	322			d10k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 323	323			d10l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 324	324			d10m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 325	325			d10n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 326	326			d10o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 327	327			d10p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 328	328			d10q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 329	329			d10r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 330	330			d10s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 331	331			d10t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 332	332			d10u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 333	333			d10v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 334	334			d10w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 335	335			d10x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 336	336			d10y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 337	337			d10z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 338	338			e10a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 339	339			e10b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 340	340			e10c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 341	341			e10d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 342	342			e10e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 343	343			e10f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 344	344			e10g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 345	345			e10h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 346	346			e10i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 347	347			e10j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 348	348			e10k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 349	349			e10l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 350	350			e10m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 351	351			e10n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 352	352			e10o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 353	353			e10p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 354	354			e10q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 355	355			e10r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 356	356			e10s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 357	357			e10t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 358	358			e10u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 359	359			e10v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 360	360			e10w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 361	361			e10x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 362	362			e10y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 363	363			e10z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 364	364			f10a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 365	365			f10b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 366	366			f10c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 367	367			f10d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 368	368			f10e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 369	369			f10f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 370	370			f10g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 371	371			f10h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 372	372			f10i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 373	373			f10j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 374	374			f10k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 375	375			f10l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 376	376			f10m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 377	377			f10n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 378	378			f10o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 379	379			f10p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 380	380			f10q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 381	381			f10r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 382	382			f10s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 383	383			f10t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 384	384			f10u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 385	385			f10v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 386	386			f10w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 387	387			f10x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 388	388			f10y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 389	389			f10z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 390	390			g10a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 391	391			g10b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 392	392			g10c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 393	393			g10d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 394	394			g10e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 395	395			g10f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 396	396			g10g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 397	397			g10h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 398	398			g10i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 399	399			g10j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 400	400			g10k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 401	401			g10l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 402	402			g10m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 403	403			g10n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 404	404			g10o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 405	405			g10p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 406	406			g10q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 407	407			g10r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 408	408			g10s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 409	409			g10t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 410	410			g10u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 411	411			g10v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 412	412			g10w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 413	413			g10x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 414	414			g10y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 415	415			g10z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 416	416			h10a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 417	417			h10b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 418	418			h10c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 419	419			h10d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 420	420			h10e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 421	421			h10f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 422	422			h10g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 423	423			h10h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 424	424			h10i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Skill Ref Flame Bolt Aura	425		skills.txt reference	boom			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Skill Ref Poisoned Weapon Aura	426		skills.txt reference	toxi			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Skill Ref Staunch Bleeding Aura	427		skills.txt reference	slob			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Skill Ref Death or Glory Aura	428		skills.txt reference	dogi			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 429	429			h10n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 430	430			h10o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 431	431			h10p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 432	432			h10q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 433	433			h10r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 434	434			h10s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 435	435			h10t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 436	436			h10u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 437	437			h10v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 438	438			h10w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 439	439			h10x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 440	440			h10y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 441	441			h10z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 442	442			i10a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 443	443			i10b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 444	444			i10c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 445	445			i10d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 446	446			i10e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 447	447			i10f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 448	448			i10g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 449	449			i10h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 450	450			i10i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 451	451			i10j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 452	452			i10k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 453	453			i10l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 454	454			i10m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 455	455			i10n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 456	456			i10o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 457	457			i10p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 458	458			i10q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 459	459			i10r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 460	460			i10s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 461	461			i10t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 462	462			i10u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 463	463			i10v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 464	464			i10w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 465	465			i10x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 466	466			i10y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 467	467			i10z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 468	468			j10a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 469	469			j10b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 470	470			j10c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 471	471			j10d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 472	472			j10e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 473	473			j10f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 474	474			j10g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 475	475			j10h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 476	476			j10i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 477	477			j10j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 478	478			j10k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 479	479			j10l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 480	480			j10m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 481	481			j10n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 482	482			j10o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 483	483			j10p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
